,lemmatised_Luke
14465,19:39
14466,.
14467,Pharisees
14468,","
14469,amongst
14470,multitude
14471,","
14472,said
14473,:
14474,Master
14475,","
14476,rebuke
14477,thy
14478,disciple
14479,.
14480,19:40
14481,.
14482,said
14483,:
14484,say
14485,shall
14486,hold
14487,peace
14488,","
14489,stone
14490,cry
14491,.
14492,19:41
14493,.
14494,drew
14495,near
14496,","
14497,seeing
14498,city
14499,","
14500,wept
14501,","
14502,saying
14503,:
14504,19:42
14505,.
14506,thou
14507,also
14508,hadst
14509,known
14510,","
14511,thy
14512,day
14513,","
14514,thing
14515,thy
14516,peace
14517,:
14518,hidden
14519,thy
14520,eye
14521,.
14522,19:43
14523,.
14524,day
14525,shall
14526,come
14527,upon
14528,thee
14529,:
14530,thy
14531,enemy
14532,shall
14533,cast
14534,trench
14535,thee
14536,compass
14537,thee
14538,round
14539,straiten
14540,thee
14541,every
14542,side
14543,","
14544,19:44
14545,.
14546,beat
14547,thee
14548,flat
14549,ground
14550,","
14551,thy
14552,child
14553,thee
14554,.
14555,shall
14556,leave
14557,thee
14558,stone
14559,upon
14560,stone
14561,:
14562,thou
14563,hast
14564,known
14565,time
14566,thy
14567,visitation
14568,.
14569,19:45
14570,.
14571,entering
14572,temple
14573,","
14574,began
14575,cast
14576,sold
14577,therein
14578,bought
14579,.
14580,19:46
14581,.
14582,Saying
14583,:
14584,written
14585,:
14586,house
14587,house
14588,prayer
14589,.
14590,made
14591,den
14592,thief
14593,.
14594,19:47
14595,.
14596,teaching
14597,daily
14598,temple
14599,.
14600,chief
14601,priest
14602,scribe
14603,ruler
14604,people
14605,sought
14606,destroy
14607,.
14608,19:48
14609,.
14610,found
14611,:
14612,people
14613,attentive
14614,hear
14615,.
14616,Luke
14617,Chapter
14618,20
14619,parable
14620,husbandman
14621,.
14622,paying
14623,tribute
14624,Caesar
14625,resurrection
14626,dead
14627,.
14628,20:1
14629,.
14630,came
14631,pas
14632,one
14633,day
14634,","
14635,teaching
14636,people
14637,temple
14638,preaching
14639,gospel
14640,","
14641,chief
14642,priest
14643,scribe
14644,","
14645,ancient
14646,","
14647,met
14648,together
14649,","
14650,20:2
14651,.
14652,spoke
14653,","
14654,saying
14655,:
14656,Tell
14657,u
14658,","
14659,authority
14660,dost
14661,thou
14662,thing
14663,?
14664,","
14665,hath
14666,given
14667,thee
14668,authority
14669,?
14670,20:3
14671,.
14672,Jesus
14673,answering
14674,","
14675,said
14676,:
14677,also
14678,ask
14679,one
14680,thing
14681,.
14682,Answer
14683,:
14684,20:4
14685,.
14686,baptism
14687,John
14688,","
14689,heaven
14690,","
14691,men
14692,?
14693,20:5
14694,.
14695,thought
14696,within
14697,","
14698,saying
14699,:
14700,shall
14701,say
14702,","
14703,heaven
14704,:
14705,say
14706,:
14707,believe
14708,?
14709,20:6
14710,.
14711,say
14712,","
14713,men
14714,:
14715,whole
14716,people
14717,stone
14718,u
14719,.
14720,persuaded
14721,John
14722,prophet
14723,.
14724,20:7
14725,.
14726,answered
14727,knew
14728,whence
14729,.
14730,20:8
14731,.
14732,Jesus
14733,said
14734,:
14735,Neither
14736,tell
14737,authority
14738,thing
14739,.
14740,20:9
14741,.
14742,began
14743,speak
14744,people
14745,parable
14746,:
14747,certain
14748,man
14749,planted
14750,vineyard
14751,let
14752,husbandman
14753,:
14754,abroad
14755,long
14756,time
14757,.
14758,20:10
14759,.
14760,season
14761,sent
14762,servant
14763,husbandman
14764,","
14765,give
14766,fruit
14767,vineyard
14768,.
14769,","
14770,beating
14771,","
14772,sent
14773,away
14774,empty
14775,.
14776,20:11
14777,.
14778,sent
14779,another
14780,servant
14781,.
14782,beat
14783,also
14784,","
14785,treating
14786,reproachfully
14787,","
14788,sent
14789,away
14790,empty
14791,.
14792,20:12
14793,.
14794,sent
14795,third
14796,:
14797,wounded
14798,also
14799,cast
14800,.
14801,20:13
14802,.
14803,lord
14804,vineyard
14805,said
14806,:
14807,shall
14808,?
14809,send
14810,beloved
14811,son
14812,.
14813,may
14814,","
14815,see
14816,","
14817,reverence
14818,.
14819,20:14
14820,.
14821,","
14822,husbandman
14823,saw
14824,","
14825,thought
14826,within
14827,","
14828,saying
14829,:
14830,heir
14831,.
14832,Let
14833,u
14834,kill
14835,","
14836,inheritance
14837,may
14838,.
14839,20:15
14840,.
14841,casting
14842,vineyard
14843,","
14844,killed
14845,.
14846,therefore
14847,lord
14848,vineyard
14849,?
14850,20:16
14851,.
14852,come
14853,destroy
14854,husbandman
14855,give
14856,vineyard
14857,others
14858,.
14859,hearing
14860,","
14861,said
14862,:
14863,God
14864,forbid
14865,.
14866,20:17
14867,.
14868,looking
14869,","
14870,said
14871,:
14872,written
14873,","
14874,stone
14875,","
14876,builder
14877,rejected
14878,","
14879,become
14880,head
14881,corner
14882,?
14883,20:18
14884,.
14885,Whosoever
14886,shall
14887,fall
14888,upon
14889,stone
14890,shall
14891,bruised
14892,:
14893,upon
14894,whomsoever
14895,shall
14896,fall
14897,","
14898,grind
14899,powder
14900,.
14901,20:19
14902,.
14903,chief
14904,priest
14905,scribe
14906,sought
14907,lay
14908,hand
14909,hour
14910,:
14911,feared
14912,people
14913,","
14914,knew
14915,spoke
14916,parable
14917,.
14918,20:20
14919,.
14920,upon
14921,watch
14922,","
14923,sent
14924,spy
14925,","
14926,feign
14927,","
14928,might
14929,take
14930,hold
14931,word
14932,","
14933,might
14934,deliver
14935,authority
14936,power
14937,governor
14938,.
14939,20:21
14940,.
14941,asked
14942,","
14943,saying
14944,:
14945,Master
14946,","
14947,know
14948,thou
14949,speakest
14950,teachest
14951,rightly
14952,:
14953,thou
14954,dost
14955,respect
14956,person
14957,","
14958,teachest
14959,way
14960,God
14961,truth
14962,.
14963,20:22
14964,.
14965,lawful
14966,u
14967,give
14968,tribute
14969,Caesar
14970,","
14971,?
14972,20:23
14973,.
14974,","
14975,considering
14976,guile
14977,","
14978,said
14979,:
14980,tempt
14981,?
14982,20:24
14983,.
14984,Shew
14985,penny
14986,.
14987,Whose
14988,image
14989,inscription
14990,hath
14991,?
14992,answering
14993,","
14994,said
14995,:
14996,Caesar
14997,’
14998,.
14999,20:25
15000,.
15001,said
15002,:
15003,Render
15004,therefore
15005,Caesar
15006,thing
15007,","
15008,Caesar
15009,’
15010,:
15011,God
15012,thing
15013,God
15014,’
15015,.
15016,20:26
15017,.
15018,could
15019,reprehend
15020,word
15021,people
15022,:
15023,wondering
15024,answer
15025,","
15026,held
15027,peace
15028,.
15029,20:27
15030,.
15031,came
15032,Sadducees
15033,","
15034,deny
15035,resurrection
15036,:
15037,asked
15038,","
15039,20:28
15040,.
15041,Saying
15042,:
15043,Master
15044,","
15045,Moses
15046,wrote
15047,unto
15048,u
15049,:
15050,man
15051,’
15052,brother
15053,die
15054,","
15055,wife
15056,","
15057,leave
15058,child
15059,","
15060,brother
15061,take
15062,wife
15063,raise
15064,seed
15065,unto
15066,brother
15067,.
15068,20:29
15069,.
15070,therefore
15071,seven
15072,brother
15073,:
15074,first
15075,took
15076,wife
15077,died
15078,without
15079,child
15080,.
15081,20:30
15082,.
15083,next
15084,took
15085,wife
15086,:
15087,also
15088,died
15089,childless
15090,.
15091,20:31
15092,.
15093,third
15094,took
15095,.
15096,like
15097,manner
15098,","
15099,seven
15100,:
15101,left
15102,child
15103,died
15104,.
15105,20:32
15106,.
15107,Last
15108,woman
15109,died
15110,also
15111,.
15112,20:33
15113,.
15114,resurrection
15115,therefore
15116,","
15117,whose
15118,wife
15119,shall
15120,?
15121,seven
15122,wife
15123,.
15124,20:34
15125,.
15126,Jesus
15127,said
15128,:
15129,child
15130,world
15131,marry
15132,given
15133,marriage
15134,:
15135,20:35
15136,.
15137,shall
15138,accounted
15139,worthy
15140,world
15141,resurrection
15142,dead
15143,shall
15144,neither
15145,married
15146,take
15147,wife
15148,.
15149,20:36
15150,.
15151,Neither
15152,die
15153,equal
15154,angel
15155,child
15156,God
15157,","
15158,child
15159,resurrection
15160,.
15161,20:37
15162,.
15163,dead
15164,rise
15165,","
15166,Moses
15167,also
15168,shewed
15169,bush
15170,","
15171,called
15172,Lord
15173,:
15174,God
15175,Abraham
15176,God
15177,Isaac
15178,God
15179,Jacob
15180,.
15181,20:38
15182,.
15183,God
15184,dead
15185,","
15186,living
15187,:
15188,live
15189,.
15190,20:39
15191,.
15192,scribe
15193,answering
15194,","
15195,said
15196,:
15197,Master
15198,","
15199,thou
15200,hast
15201,said
15202,well
15203,.
15204,20:40
15205,.
15206,durst
15207,ask
15208,question
15209,.
15210,20:41
15211,.
15212,said
15213,:
15214,say
15215,Christ
15216,son
15217,David
15218,?
15219,20:42
15220,.
15221,David
15222,saith
15223,book
15224,Psalms
15225,:
15226,Lord
15227,said
15228,Lord
15229,","
15230,sit
15231,thou
15232,right
15233,hand
15234,","
15235,20:43
15236,.
15237,Till
15238,make
15239,thy
15240,enemy
15241,thy
15242,footstool
15243,.
15244,20:44
15245,.
15246,David
15247,calleth
15248,Lord
15249,.
15250,son
15251,?
15252,20:45
15253,.
15254,hearing
15255,people
15256,","
15257,said
15258,disciple
15259,:
15260,20:46
15261,.
15262,Beware
15263,scribe
15264,","
15265,desire
15266,walk
15267,long
15268,robe
15269,love
15270,salutation
15271,market
15272,place
15273,first
15274,chair
15275,synagogue
15276,chief
15277,room
15278,feast
15279,:
15280,20:47.
15281,devour
15282,house
15283,widow
15284,","
15285,feigning
15286,long
15287,prayer
15288,.
15289,shall
15290,receive
15291,greater
15292,damnation
15293,.
15294,Luke
15295,Chapter
15296,21
15297,widow
15298,’
15299,mite
15300,.
15301,sign
15302,forerun
15303,destruction
15304,Jerusalem
15305,end
15306,world
15307,.
15308,21:1
15309,.
15310,looking
15311,","
15312,saw
15313,rich
15314,men
15315,cast
15316,gift
15317,treasury
15318,.
15319,21:2
15320,.
15321,saw
15322,also
15323,certain
15324,poor
15325,widow
15326,casting
15327,two
15328,brass
15329,mite
15330,.
15331,21:3
15332,.
15333,said
15334,:
15335,Verily
15336,","
15337,say
15338,poor
15339,widow
15340,hath
15341,cast
15342,.
15343,21:4
15344,.
15345,abundance
15346,cast
15347,offering
15348,God
15349,:
15350,want
15351,hath
15352,cast
15353,living
15354,.
15355,21:5
15356,.
15357,saying
15358,temple
15359,adorned
15360,goodly
15361,stone
15362,gift
15363,","
15364,said
15365,:
15366,21:6
15367,.
15368,thing
15369,see
15370,","
15371,day
15372,come
15373,shall
15374,left
15375,stone
15376,upon
15377,stone
15378,shall
15379,thrown
15380,.
15381,21:7
15382,.
15383,asked
15384,","
15385,saying
15386,:
15387,Master
15388,","
15389,shall
15390,thing
15391,?
15392,shall
15393,sign
15394,shall
15395,begin
15396,come
15397,pas
15398,?
15399,21:8.
15400,said
15401,:
15402,Take
15403,heed
15404,seduced
15405,:
15406,many
15407,come
15408,name
15409,","
15410,saying
15411,:
15412,time
15413,hand
15414,.
15415,Go
15416,ye
15417,therefore
15418,.
15419,21:9
15420,.
15421,shall
15422,hear
15423,war
15424,sedition
15425,","
15426,terrified
15427,.
15428,thing
15429,must
15430,first
15431,come
15432,pas
15433,:
15434,end
15435,yet
15436,presently
15437,.
15438,21:10
15439,.
15440,said
15441,:
15442,Nation
15443,shall
15444,rise
15445,nation
15446,","
15447,kingdom
15448,kingdom
15449,.
15450,21:11
15451,.
15452,shall
15453,great
15454,earthquake
15455,diver
15456,place
15457,pestilence
15458,famine
15459,terror
15460,heaven
15461,:
15462,shall
15463,great
15464,sign
15465,.
15466,21:12
15467,.
15468,thing
15469,","
15470,lay
15471,hand
15472,persecute
15473,","
15474,delivering
15475,synagogue
15476,prison
15477,","
15478,dragging
15479,king
15480,governor
15481,","
15482,name
15483,’
15484,sake
15485,.
15486,21:13
15487,.
15488,shall
15489,happen
15490,unto
15491,testimony
15492,.
15493,21:14
15494,.
15495,Lay
15496,therefore
15497,heart
15498,","
15499,meditate
15500,shall
15501,answer
15502,:
15503,21:15
15504,.
15505,give
15506,mouth
15507,wisdom
15508,","
15509,adversary
15510,shall
15511,able
15512,resist
15513,gainsay
15514,.
15515,21:16
15516,.
15517,shall
15518,betrayed
15519,parent
15520,brother
15521,kinsman
15522,friend
15523,:
15524,put
15525,death
15526,.
15527,21:17
15528,.
15529,shall
15530,hated
15531,men
15532,name
15533,’
15534,sake
15535,.
15536,21:18
15537,.
15538,hair
15539,head
15540,shall
15541,perish
15542,.
15543,21:19
15544,.
15545,patience
15546,shall
15547,posse
15548,soul
15549,.
15550,21:20
15551,.
15552,shall
15553,see
15554,Jerusalem
15555,compassed
15556,army
15557,","
15558,know
15559,desolation
15560,thereof
15561,hand
15562,.
15563,21:21
15564,.
15565,let
15566,Judea
15567,flee
15568,mountain
15569,:
15570,midst
15571,thereof
15572,depart
15573,:
15574,country
15575,enter
15576,.
15577,21:22
15578,.
15579,day
15580,vengeance
15581,","
15582,thing
15583,may
15584,fulfilled
15585,","
15586,written
15587,.
15588,21:23
15589,.
15590,woe
15591,child
15592,give
15593,suck
15594,day
15595,:
15596,shall
15597,great
15598,distress
15599,land
15600,wrath
15601,upon
15602,people
15603,.
15604,21:24
15605,.
15606,shall
15607,fall
15608,edge
15609,sword
15610,shall
15611,led
15612,away
15613,captive
15614,nation
15615,:
15616,Jerusalem
15617,shall
15618,trodden
15619,Gentiles
15620,till
15621,time
15622,nation
15623,fulfilled
15624,.
15625,21:25
15626,.
15627,shall
15628,sign
15629,sun
15630,moon
15631,star
15632,;
15633,upon
15634,earth
15635,distress
15636,nation
15637,","
15638,reason
15639,confusion
15640,roaring
15641,sea
15642,","
15643,wave
15644,:
15645,21:26
15646,.
15647,Men
15648,withering
15649,away
15650,fear
15651,expectation
15652,shall
15653,come
15654,upon
15655,whole
15656,world
15657,.
15658,power
15659,heaven
15660,shall
15661,moved
15662,.
15663,21:27
15664,.
15665,shall
15666,see
15667,Son
15668,man
15669,coming
15670,cloud
15671,","
15672,great
15673,power
15674,majesty
15675,.
15676,21:28
15677,.
15678,thing
15679,begin
15680,come
15681,pas
15682,","
15683,look
15684,lift
15685,head
15686,","
15687,redemption
15688,hand
15689,.
15690,21:29
15691,.
15692,spoke
15693,similitude
15694,.
15695,See
15696,fig
15697,tree
15698,tree
15699,:
15700,21:30
15701,.
15702,shoot
15703,forth
15704,fruit
15705,","
15706,know
15707,summer
15708,nigh
15709,;
15710,21:31
15711,.
15712,also
15713,","
15714,shall
15715,see
15716,thing
15717,come
15718,pas
15719,","
15720,know
15721,kingdom
15722,God
15723,hand
15724,.
15725,21:32
15726,.
15727,Amen
15728,","
15729,say
15730,","
15731,generation
15732,shall
15733,pas
15734,away
15735,till
15736,thing
15737,fulfilled
15738,.
15739,21:33
15740,.
15741,Heaven
15742,earth
15743,shall
15744,pas
15745,away
15746,:
15747,word
15748,shall
15749,pas
15750,away
15751,.
15752,21:34
15753,.
15754,take
15755,heed
15756,","
15757,lest
15758,perhaps
15759,heart
15760,overcharged
15761,surfeiting
15762,drunkenness
15763,care
15764,life
15765,:
15766,day
15767,come
15768,upon
15769,suddenly
15770,.
15771,21:35
15772,.
15773,snare
15774,shall
15775,come
15776,upon
15777,sit
15778,upon
15779,face
15780,whole
15781,earth
15782,.
15783,21:36
15784,.
15785,Watch
15786,ye
15787,","
15788,therefore
15789,","
15790,praying
15791,time
15792,","
15793,may
15794,accounted
15795,worthy
15796,escape
15797,thing
15798,come
15799,stand
15800,Son
15801,man
15802,.
15803,21:37
15804,.
15805,daytime
15806,","
15807,teaching
15808,temple
15809,:
15810,night
15811,going
15812,","
15813,abode
15814,mount
15815,called
15816,Olivet
15817,.
15818,21:38
15819,.
15820,people
15821,came
15822,early
15823,morning
15824,temple
15825,","
15826,hear
15827,.
15828,Luke
15829,Chapter
15830,22
15831,treason
15832,Judas
15833,.
15834,last
15835,supper
15836,.
15837,first
15838,part
15839,history
15840,passion
15841,.
15842,22:1
15843,.
15844,feast
15845,unleavened
15846,bread
15847,","
15848,called
15849,pasch
15850,","
15851,hand
15852,.
15853,22:2
15854,.
15855,chief
15856,priest
15857,scribe
15858,sought
15859,might
15860,put
15861,Jesus
15862,death
15863,:
15864,feared
15865,people
15866,.
15867,22:3
15868,.
15869,Satan
15870,entered
15871,Judas
15872,","
15873,surnamed
15874,Iscariot
15875,","
15876,one
15877,twelve
15878,.
15879,22:4
15880,.
15881,went
15882,discoursed
15883,chief
15884,priest
15885,magistrate
15886,","
15887,might
15888,betray
15889,.
15890,22:5
15891,.
15892,glad
15893,covenanted
15894,give
15895,money
15896,.
15897,22:6
15898,.
15899,promised
15900,.
15901,sought
15902,opportunity
15903,betray
15904,absence
15905,multitude
15906,.
15907,22:7
15908,.
15909,day
15910,unleavened
15911,bread
15912,came
15913,","
15914,necessary
15915,pasch
15916,killed
15917,.
15918,22:8
15919,.
15920,sent
15921,Peter
15922,John
15923,","
15924,saying
15925,:
15926,Go
15927,","
15928,prepare
15929,u
15930,pasch
15931,","
15932,may
15933,eat
15934,.
15935,22:9
15936,.
15937,said
15938,:
15939,wilt
15940,thou
15941,prepare
15942,?
15943,22:10
15944,.
15945,said
15946,:
15947,Behold
15948,","
15949,go
15950,city
15951,","
15952,shall
15953,meet
15954,man
15955,carrying
15956,pitcher
15957,water
15958,:
15959,follow
15960,house
15961,entereth
15962,.
15963,22:11
15964,.
15965,shall
15966,say
15967,goodman
15968,house
15969,:
15970,master
15971,saith
15972,thee
15973,:
15974,guest
15975,chamber
15976,","
15977,may
15978,eat
15979,pasch
15980,disciple
15981,?
15982,22:12
15983,.
15984,shew
15985,large
15986,dining
15987,room
15988,","
15989,furnished
15990,.
15991,prepare
15992,.
15993,22:13
15994,.
15995,going
15996,","
15997,found
15998,said
15999,made
16000,ready
16001,pasch
16002,.
16003,22:14
16004,.
16005,hour
16006,come
16007,","
16008,sat
16009,:
16010,twelve
16011,apostle
16012,.
16013,22:15
16014,.
16015,said
16016,:
16017,desire
16018,desired
16019,eat
16020,pasch
16021,","
16022,suffer
16023,.
16024,22:16
16025,.
16026,say
16027,time
16028,eat
16029,","
16030,till
16031,fulfilled
16032,kingdom
16033,God
16034,.
16035,22:17
16036,.
16037,taken
16038,chalice
16039,","
16040,gave
16041,thanks
16042,said
16043,:
16044,Take
16045,divide
16046,among
16047,.
16048,22:18
16049,.
16050,say
16051,drink
16052,fruit
16053,vine
16054,","
16055,till
16056,kingdom
16057,God
16058,come
16059,.
16060,22:19
16061,.
16062,taking
16063,bread
16064,","
16065,gave
16066,thanks
16067,brake
16068,gave
16069,","
16070,saying
16071,:
16072,body
16073,","
16074,given
16075,.
16076,commemoration
16077,.
16078,commemoration
16079,....
16080,sacrifice
16081,sacrament
16082,continued
16083,church
16084,","
16085,end
16086,world
16087,","
16088,shew
16089,forth
16090,death
16091,Christ
16092,","
16093,cometh
16094,.
16095,commemoration
16096,","
16097,remembrance
16098,","
16099,mean
16100,inconsistent
16101,real
16102,presence
16103,body
16104,blood
16105,","
16106,sacramental
16107,veil
16108,","
16109,represent
16110,death
16111,;
16112,contrary
16113,","
16114,manner
16115,hath
16116,commanded
16117,","
16118,commemorating
16119,celebrating
16120,death
16121,","
16122,offering
16123,sacrifice
16124,","
16125,receiving
16126,sacrament
16127,","
16128,body
16129,blood
16130,redeemed
16131,.
16132,22:20
16133,.
16134,like
16135,manner
16136,","
16137,chalice
16138,also
16139,","
16140,supped
16141,","
16142,saying
16143,:
16144,chalice
16145,","
16146,new
16147,testament
16148,blood
16149,","
16150,shall
16151,shed
16152,.
16153,22:21
16154,.
16155,yet
16156,behold
16157,:
16158,hand
16159,betrayeth
16160,table
16161,.
16162,22:22
16163,.
16164,Son
16165,man
16166,indeed
16167,goeth
16168,","
16169,according
16170,determined
16171,:
16172,yet
16173,","
16174,woe
16175,man
16176,shall
16177,betrayed
16178,.
16179,22:23
16180,.
16181,began
16182,inquire
16183,among
16184,","
16185,thing
16186,.
16187,22:24
16188,.
16189,also
16190,strife
16191,amongst
16192,","
16193,seem
16194,greater
16195,.
16196,22:25
16197,.
16198,said
16199,:
16200,king
16201,Gentiles
16202,lord
16203,;
16204,power
16205,called
16206,beneficent
16207,.
16208,22:26
16209,.
16210,:
16211,greater
16212,among
16213,","
16214,let
16215,become
16216,younger
16217,:
16218,leader
16219,","
16220,serveth
16221,.
16222,22:27
16223,.
16224,greater
16225,","
16226,sitteth
16227,table
16228,serveth
16229,?
16230,sitteth
16231,table
16232,?
16233,midst
16234,","
16235,serveth
16236,.
16237,22:28
16238,.
16239,continued
16240,temptation
16241,:
16242,22:29
16243,.
16244,dispose
16245,","
16246,Father
16247,hath
16248,disposed
16249,","
16250,kingdom
16251,;
16252,22:30
16253,.
16254,may
16255,eat
16256,drink
16257,table
16258,","
16259,kingdom
16260,:
16261,may
16262,sit
16263,upon
16264,throne
16265,","
16266,judging
16267,twelve
16268,tribe
16269,Israel
16270,.
16271,22:31
16272,.
16273,Lord
16274,said
16275,:
16276,Simon
16277,","
16278,Simon
16279,","
16280,behold
16281,Satan
16282,hath
16283,desired
16284,","
16285,may
16286,sift
16287,wheat
16288,.
16289,22:32
16290,.
16291,prayed
16292,thee
16293,","
16294,thy
16295,faith
16296,fail
16297,:
16298,thou
16299,","
16300,converted
16301,","
16302,confirm
16303,thy
16304,brother
16305,.
16306,22:33.
16307,said
16308,:
16309,Lord
16310,","
16311,ready
16312,go
16313,thee
16314,","
16315,prison
16316,death
16317,.
16318,22:34
16319,.
16320,said
16321,:
16322,say
16323,thee
16324,","
16325,Peter
16326,","
16327,cock
16328,shall
16329,crow
16330,day
16331,","
16332,till
16333,thou
16334,thrice
16335,deniest
16336,thou
16337,knowest
16338,.
16339,said
16340,:
16341,22:35
16342,.
16343,sent
16344,without
16345,purse
16346,scrip
16347,shoe
16348,","
16349,want
16350,anything
16351,?
16352,22:36
16353,.
16354,said
16355,:
16356,Nothing
16357,.
16358,said
16359,unto
16360,:
16361,hath
16362,purse
16363,","
16364,let
16365,take
16366,","
16367,likewise
16368,scrip
16369,:
16370,hath
16371,","
16372,let
16373,sell
16374,coat
16375,buy
16376,sword
16377,.
16378,22:37
16379,.
16380,say
16381,written
16382,must
16383,yet
16384,fulfilled
16385,.
16386,wicked
16387,reckoned
16388,.
16389,thing
16390,concerning
16391,end
16392,.
16393,22:38
16394,.
16395,said
16396,:
16397,Lord
16398,","
16399,behold
16400,","
16401,two
16402,sword
16403,.
16404,said
16405,:
16406,enough
16407,.
16408,22:39
16409,.
16410,going
16411,","
16412,went
16413,","
16414,according
16415,custom
16416,","
16417,Mount
16418,Olives
16419,.
16420,disciple
16421,also
16422,followed
16423,.
16424,22:40
16425,.
16426,come
16427,place
16428,","
16429,said
16430,:
16431,Pray
16432,","
16433,lest
16434,ye
16435,enter
16436,temptation
16437,.
16438,22:41
16439,.
16440,withdrawn
16441,away
16442,stone
16443,’
16444,cast
16445,.
16446,kneeling
16447,","
16448,prayed
16449,.
16450,22:42
16451,.
16452,Saying
16453,:
16454,Father
16455,","
16456,thou
16457,wilt
16458,","
16459,remove
16460,chalice
16461,:
16462,yet
16463,","
16464,thine
16465,done
16466,.
16467,22:43
16468,.
16469,appeared
16470,angel
16471,heaven
16472,","
16473,strengthening
16474,.
16475,agony
16476,","
16477,prayed
16478,longer
16479,.
16480,22:44
16481,.
16482,sweat
16483,became
16484,drop
16485,blood
16486,","
16487,trickling
16488,upon
16489,ground
16490,.
16491,22:45
16492,.
16493,rose
16494,prayer
16495,come
16496,disciple
16497,","
16498,found
16499,sleeping
16500,sorrow
16501,.
16502,22:46
16503,.
16504,said
16505,:
16506,sleep
16507,?
16508,Arise
16509,:
16510,pray
16511,:
16512,lest
16513,enter
16514,temptation
16515,.
16516,22:47
16517,.
16518,yet
16519,speaking
16520,","
16521,behold
16522,multitude
16523,;
16524,called
16525,Judas
16526,","
16527,one
16528,twelve
16529,","
16530,went
16531,drew
16532,near
16533,Jesus
16534,","
16535,kiss
16536,.
16537,22:48
16538,.
16539,Jesus
16540,said
16541,:
16542,Judas
16543,","
16544,dost
16545,thou
16546,betray
16547,Son
16548,man
16549,kiss
16550,?
16551,22:49
16552,.
16553,","
16554,seeing
16555,would
16556,follow
16557,","
16558,said
16559,:
16560,Lord
16561,","
16562,shall
16563,strike
16564,sword
16565,?
16566,22:50
16567,.
16568,one
16569,struck
16570,servant
16571,high
16572,priest
16573,cut
16574,right
16575,ear
16576,.
16577,22:51
16578,.
16579,Jesus
16580,answering
16581,","
16582,said
16583,:
16584,Suffer
16585,ye
16586,thus
16587,far
16588,.
16589,touched
16590,ear
16591,","
16592,healed
16593,.
16594,22:52
16595,.
16596,Jesus
16597,said
16598,chief
16599,priest
16600,magistrate
16601,temple
16602,ancient
16603,","
16604,come
16605,unto
16606,:
16607,ye
16608,come
16609,","
16610,thief
16611,","
16612,sword
16613,club
16614,?
16615,22:53
16616,.
16617,daily
16618,temple
16619,","
16620,stretch
16621,forth
16622,hand
16623,:
16624,hour
16625,power
16626,darkness
16627,.
16628,22:54
16629,.
16630,apprehending
16631,","
16632,led
16633,high
16634,priest
16635,’
16636,house
16637,.
16638,Peter
16639,followed
16640,afar
16641,.
16642,22:55
16643,.
16644,kindled
16645,fire
16646,midst
16647,hall
16648,sitting
16649,","
16650,Peter
16651,midst
16652,.
16653,22:56
16654,.
16655,certain
16656,servant
16657,maid
16658,seen
16659,sitting
16660,light
16661,earnestly
16662,beheld
16663,","
16664,said
16665,:
16666,man
16667,also
16668,.
16669,22:57
16670,.
16671,denied
16672,","
16673,saying
16674,:
16675,Woman
16676,","
16677,know
16678,.
16679,22:58
16680,.
16681,little
16682,","
16683,another
16684,seeing
16685,","
16686,said
16687,:
16688,Thou
16689,also
16690,art
16691,one
16692,.
16693,Peter
16694,said
16695,:
16696,man
16697,","
16698,.
16699,Another
16700,","
16701,etc
16702,....
16703,Observe
16704,","
16705,order
16706,reconcile
16707,four
16708,Evangelists
16709,","
16710,diver
16711,person
16712,concurred
16713,charging
16714,Peter
16715,Christ
16716,’
16717,disciple
16718,;
16719,till
16720,length
16721,brought
16722,deny
16723,thrice
16724,.
16725,1
16726,.
16727,porteress
16728,let
16729,","
16730,afterwards
16731,seeing
16732,fire
16733,","
16734,first
16735,put
16736,question
16737,;
16738,positively
16739,affirmed
16740,Christ
16741,.
16742,2
16743,.
16744,Another
16745,maid
16746,accused
16747,stander
16748,;
16749,gave
16750,occasion
16751,man
16752,mentioned
16753,renew
16754,charge
16755,","
16756,caused
16757,second
16758,denial
16759,.
16760,3
16761,.
16762,Others
16763,company
16764,took
16765,notice
16766,Galilean
16767,;
16768,seconded
16769,kinsman
16770,Malchus
16771,","
16772,affirmed
16773,seen
16774,garden
16775,.
16776,drew
16777,third
16778,denial
16779,.
16780,22:59
16781,.
16782,space
16783,","
16784,one
16785,hour
16786,","
16787,another
16788,certain
16789,man
16790,affirmed
16791,","
16792,saying
16793,:
16794,truth
16795,","
16796,man
16797,also
16798,:
16799,also
16800,Galilean
16801,.
16802,22:60
16803,.
16804,Peter
16805,said
16806,:
16807,Man
16808,","
16809,know
16810,thou
16811,sayest
16812,.
16813,immediately
16814,","
16815,yet
16816,speaking
16817,","
16818,cock
16819,crew
16820,.
16821,22:61
16822,.
16823,Lord
16824,turning
16825,looked
16826,Peter
16827,.
16828,Peter
16829,remembered
16830,word
16831,Lord
16832,","
16833,said
16834,:
16835,cock
16836,crow
16837,","
16838,thou
16839,shalt
16840,deny
16841,thrice
16842,.
16843,22:62
16844,.
16845,Peter
16846,going
16847,","
16848,wept
16849,bitterly
16850,.
16851,22:63
16852,.
16853,men
16854,held
16855,mocked
16856,struck
16857,.
16858,22:64
16859,.
16860,blindfolded
16861,smote
16862,face
16863,.
16864,asked
16865,saying
16866,:
16867,Prophesy
16868,:
16869,struck
16870,thee
16871,?
16872,22:65
