,lemmatised_Matthew
14971,:
14972,put
14973,death
14974,crucify
14975,:
14976,scourge
14977,synagogue
14978,persecute
14979,city
14980,city
14981,.
14982,23:35
14983,.
14984,upon
14985,may
14986,come
14987,blood
14988,hath
14989,shed
14990,upon
14991,earth
14992,","
14993,blood
14994,Abel
14995,","
14996,even
14997,unto
14998,blood
14999,Zacharias
15000,son
15001,Barachias
15002,","
15003,killed
15004,temple
15005,altar
15006,.
15007,upon
15008,may
15009,come
15010,","
15011,etc
15012,....
15013,suffer
15014,sin
15015,justly
15016,deserved
15017,;
15018,justice
15019,God
15020,fall
15021,upon
15022,final
15023,vengeance
15024,","
15025,","
15026,might
15027,comprise
15028,different
15029,kind
15030,judgment
15031,punishment
15032,","
15033,time
15034,inflicted
15035,shedding
15036,blood
15037,.
15038,23:36
15039,.
15040,Amen
15041,say
15042,","
15043,thing
15044,shall
15045,come
15046,upon
15047,generation
15048,.
15049,23:37
15050,.
15051,Jerusalem
15052,","
15053,Jerusalem
15054,","
15055,thou
15056,killest
15057,prophet
15058,stonest
15059,sent
15060,unto
15061,thee
15062,","
15063,often
15064,would
15065,gathered
15066,together
15067,thy
15068,child
15069,","
15070,hen
15071,doth
15072,gather
15073,chicken
15074,wing
15075,","
15076,thou
15077,wouldst
15078,?
15079,23:38
15080,.
15081,Behold
15082,","
15083,house
15084,shall
15085,left
15086,","
15087,desolate
15088,.
15089,23:39
15090,.
15091,say
15092,","
15093,shall
15094,see
15095,henceforth
15096,till
15097,say
15098,:
15099,Blessed
15100,cometh
15101,name
15102,Lord
15103,.
15104,Matthew
15105,Chapter
15106,24
15107,Christ
15108,foretells
15109,destruction
15110,temple
15111,","
15112,sign
15113,shall
15114,come
15115,last
15116,judgment
15117,.
15118,must
15119,always
15120,watch
15121,.
15122,24:1
15123,.
15124,Jesus
15125,come
15126,temple
15127,","
15128,went
15129,away
15130,.
15131,disciple
15132,came
15133,shew
15134,building
15135,temple
15136,.
15137,24:2
15138,.
15139,answering
15140,","
15141,said
15142,:
15143,see
15144,thing
15145,?
15146,Amen
15147,say
15148,","
15149,shall
15150,left
15151,stone
15152,upon
15153,stone
15154,shall
15155,destroyed
15156,.
15157,24:3
15158,.
15159,sitting
15160,mount
15161,Olivet
15162,","
15163,disciple
15164,came
15165,privately
15166,","
15167,saying
15168,:
15169,Tell
15170,u
15171,shall
15172,thing
15173,?
15174,shall
15175,sign
15176,thy
15177,coming
15178,consummation
15179,world
15180,?
15181,24:4
15182,.
15183,Jesus
15184,answering
15185,","
15186,said
15187,:
15188,Take
15189,heed
15190,man
15191,seduce
15192,.
15193,24:5
15194,.
15195,many
15196,come
15197,name
15198,saying
15199,","
15200,Christ
15201,.
15202,seduce
15203,many
15204,.
15205,24:6
15206,.
15207,shall
15208,hear
15209,war
15210,rumour
15211,war
15212,.
15213,See
15214,ye
15215,troubled
15216,.
15217,thing
15218,must
15219,come
15220,pas
15221,:
15222,end
15223,yet
15224,.
15225,24:7
15226,.
15227,nation
15228,shall
15229,rise
15230,nation
15231,","
15232,kingdom
15233,kingdom
15234,:
15235,shall
15236,pestilence
15237,famine
15238,earthquake
15239,place
15240,.
15241,24:8
15242,.
15243,beginning
15244,sorrow
15245,.
15246,24:9
15247,.
15248,shall
15249,deliver
15250,afflicted
15251,shall
15252,put
15253,death
15254,:
15255,shall
15256,hated
15257,nation
15258,name
15259,’
15260,sake
15261,.
15262,24:10
15263,.
15264,shall
15265,many
15266,scandalized
15267,shall
15268,betray
15269,one
15270,another
15271,shall
15272,hate
15273,one
15274,another
15275,.
15276,24:11
15277,.
15278,many
15279,false
15280,prophet
15281,shall
15282,rise
15283,shall
15284,seduce
15285,many
15286,.
15287,24:12
15288,.
15289,iniquity
15290,hath
15291,abounded
15292,","
15293,charity
15294,many
15295,shall
15296,grow
15297,cold
15298,.
15299,24:13
15300,.
15301,shall
15302,persevere
15303,end
15304,","
15305,shall
15306,saved
15307,.
15308,24:14
15309,.
15310,gospel
15311,kingdom
15312,shall
15313,preached
15314,whole
15315,world
15316,","
15317,testimony
15318,nation
15319,:
15320,shall
15321,consummation
15322,come
15323,.
15324,24:15
15325,.
15326,therefore
15327,shall
15328,see
15329,abomination
15330,desolation
15331,","
15332,spoken
15333,Daniel
15334,prophet
15335,","
15336,standing
15337,holy
15338,place
15339,:
15340,readeth
15341,let
15342,understand
15343,.
15344,24:16
15345,.
15346,Judea
15347,","
15348,let
15349,flee
15350,mountain
15351,:
15352,24:17
15353,.
15354,housetop
15355,","
15356,let
15357,come
15358,take
15359,thing
15360,house
15361,:
15362,24:18
15363,.
15364,field
15365,","
15366,let
15367,go
15368,back
15369,take
15370,coat
15371,.
15372,24:19
15373,.
15374,woe
15375,child
15376,give
15377,suck
15378,day
15379,.
15380,24:20
15381,.
15382,pray
15383,flight
15384,winter
15385,sabbath
15386,.
15387,24:21
15388,.
15389,shall
15390,great
15391,tribulation
15392,","
15393,hath
15394,beginning
15395,world
15396,","
15397,neither
15398,shall
15399,.
15400,24:22
15401,.
15402,unless
15403,day
15404,shortened
15405,","
15406,flesh
15407,saved
15408,:
15409,sake
15410,elect
15411,day
15412,shall
15413,shortened
15414,.
15415,24:23
15416,.
15417,man
15418,shall
15419,say
15420,","
15421,Lo
15422,Christ
15423,","
15424,:
15425,believe
15426,.
15427,24:24
15428,.
15429,shall
15430,arise
15431,false
15432,Christs
15433,false
15434,prophet
15435,shall
15436,shew
15437,great
15438,sign
15439,wonder
15440,","
15441,insomuch
15442,deceive
15443,(
15444,possible
15445,)
15446,even
15447,elect
15448,.
15449,24:25
15450,.
15451,Behold
15452,told
15453,","
15454,beforehand
15455,.
15456,24:26
15457,.
15458,therefore
15459,shall
15460,say
15461,","
15462,Behold
15463,desert
15464,:
15465,go
15466,ye
15467,.
15468,Behold
15469,closet
15470,:
15471,believe
15472,.
15473,24:27
15474,.
15475,lightning
15476,cometh
15477,east
15478,appeareth
15479,even
15480,west
15481,:
15482,shall
15483,also
15484,coming
15485,Son
15486,man
15487,.
15488,24:28
15489,.
15490,Wheresoever
15491,body
15492,shall
15493,","
15494,shall
15495,eagle
15496,also
15497,gathered
15498,together
15499,.
15500,Wheresoever
15501,","
15502,etc
15503,....
15504,coming
15505,Christ
15506,shall
15507,sudden
15508,","
15509,manifest
15510,world
15511,","
15512,like
15513,lightning
15514,:
15515,wheresoever
15516,shall
15517,come
15518,","
15519,thither
15520,shall
15521,mankind
15522,gathered
15523,","
15524,eagle
15525,gathered
15526,dead
15527,body
15528,.
15529,24:29
15530,.
15531,immediately
15532,tribulation
15533,day
15534,","
15535,sun
15536,shall
15537,darkened
15538,moon
15539,shall
15540,give
15541,light
15542,star
15543,shall
15544,fall
15545,heaven
15546,power
15547,heaven
15548,shall
15549,moved
15550,.
15551,star
15552,....
15553,flaming
15554,meteor
15555,resembling
15556,star
15557,.
15558,24:30
15559,.
15560,shall
15561,appear
15562,sign
15563,Son
15564,man
15565,heaven
15566,.
15567,shall
15568,tribe
15569,earth
15570,mourn
15571,:
15572,shall
15573,see
15574,Son
15575,man
15576,coming
15577,cloud
15578,heaven
15579,much
15580,power
15581,majesty
15582,.
15583,sign
15584,","
15585,etc
15586,....
15587,cross
15588,Christ
15589,.
15590,24:31
15591,.
15592,shall
15593,send
15594,angel
15595,trumpet
15596,great
15597,voice
15598,:
15599,shall
15600,gather
15601,together
15602,elect
15603,four
15604,wind
15605,","
15606,farthest
15607,part
15608,heaven
15609,utmost
15610,bound
15611,.
15612,24:32
15613,.
15614,fig
15615,tree
15616,learn
15617,parable
15618,:
15619,branch
15620,thereof
15621,tender
15622,leaf
15623,come
15624,forth
15625,","
15626,know
15627,summer
15628,nigh
15629,.
15630,24:33
15631,.
15632,also
15633,","
15634,shall
15635,see
15636,thing
15637,","
15638,know
15639,ye
15640,nigh
15641,","
15642,even
15643,door
15644,.
15645,24:34
15646,.
15647,Amen
15648,say
15649,generation
15650,shall
15651,pas
15652,till
15653,thing
15654,done
15655,.
15656,24:35
15657,.
15658,Heaven
15659,earth
15660,shall
15661,pas
15662,:
15663,word
15664,shall
15665,pas
15666,.
15667,Shall
15668,pas
15669,....
15670,shall
15671,changed
15672,end
15673,world
15674,new
15675,heaven
15676,new
15677,earth
15678,.
15679,24:36
15680,.
15681,day
15682,hour
15683,one
15684,knoweth
15685,:
15686,","
15687,angel
15688,heaven
15689,","
15690,Father
15691,alone
15692,.
15693,24:37
15694,.
15695,day
15696,Noe
15697,","
15698,shall
15699,also
15700,coming
15701,Son
15702,man
15703,.
15704,24:38
15705,.
15706,","
15707,day
15708,flood
15709,eating
15710,drinking
15711,","
15712,marrying
15713,giving
15714,marriage
15715,","
15716,even
15717,till
15718,day
15719,Noe
15720,entered
15721,ark
15722,:
15723,24:39
15724,.
15725,knew
15726,till
15727,flood
15728,came
15729,took
15730,away
15731,:
15732,also
15733,shall
15734,coming
15735,Son
15736,man
15737,.
15738,24:40
15739,.
15740,two
15741,shall
15742,field
15743,.
15744,One
15745,shall
15746,taken
15747,one
15748,shall
15749,left
15750,.
15751,24:41
15752,.
15753,Two
15754,woman
15755,shall
15756,grinding
15757,mill
15758,.
15759,One
15760,shall
15761,taken
15762,one
15763,shall
15764,left
15765,.
15766,24:42
15767,.
15768,Watch
15769,ye
15770,therefore
15771,","
15772,know
15773,hour
15774,Lord
15775,come
15776,.
15777,24:43
15778,.
15779,know
15780,ye
15781,","
15782,","
15783,goodman
15784,house
15785,knew
15786,hour
15787,thief
15788,would
15789,come
15790,","
15791,would
15792,certainly
15793,watch
15794,would
15795,suffer
15796,house
15797,broken
15798,open
15799,.
15800,24:44
15801,.
15802,Wherefore
15803,also
15804,ready
15805,","
15806,hour
15807,know
15808,Son
15809,man
15810,come
15811,.
15812,24:45.
15813,","
15814,thinkest
15815,thou
15816,","
15817,faithful
15818,wise
15819,servant
15820,","
15821,lord
15822,hath
15823,appointed
15824,family
15825,","
15826,give
15827,meat
15828,season
15829,?
15830,24:46
15831,.
15832,Blessed
15833,servant
15834,","
15835,lord
15836,shall
15837,come
15838,shall
15839,find
15840,.
15841,24:47
15842,.
15843,Amen
15844,say
15845,:
15846,shall
15847,place
15848,good
15849,.
15850,24:48
15851,.
15852,evil
15853,servant
15854,shall
15855,say
15856,heart
15857,:
15858,lord
15859,long
15860,coming
15861,:
15862,24:49
15863,.
15864,shall
15865,begin
15866,strike
15867,fellow
15868,servant
15869,shall
15870,eat
15871,drink
15872,drunkard
15873,:
15874,24:50
15875,.
15876,lord
15877,servant
15878,shall
15879,come
15880,day
15881,hopeth
15882,hour
15883,knoweth
15884,:
15885,24:51
15886,.
15887,shall
15888,separate
15889,appoint
15890,portion
15891,hypocrite
15892,.
15893,shall
15894,weeping
15895,gnashing
15896,teeth
15897,.
15898,Matthew
15899,Chapter
15900,25
15901,parable
15902,ten
15903,virgin
15904,talent
15905,.
15906,description
15907,last
15908,judgment
15909,.
15910,25:1
15911,.
15912,shall
15913,kingdom
15914,heaven
15915,like
15916,ten
15917,virgin
15918,","
15919,taking
15920,lamp
15921,went
15922,meet
15923,bridegroom
15924,bride
15925,.
15926,25:2
15927,.
15928,five
15929,foolish
15930,five
15931,wise
15932,.
15933,25:3
15934,.
15935,five
15936,foolish
15937,","
15938,taken
15939,lamp
15940,","
15941,take
15942,oil
15943,.
15944,25:4
15945,.
15946,wise
15947,took
15948,oil
15949,vessel
15950,lamp
15951,.
15952,25:5
15953,.
15954,bridegroom
15955,tarrying
15956,","
15957,slumbered
15958,slept
15959,.
15960,25:6
15961,.
15962,midnight
15963,cry
15964,made
15965,:
15966,Behold
15967,bridegroom
15968,cometh
15969,.
15970,Go
15971,ye
15972,forth
15973,meet
15974,.
15975,25:7
15976,.
15977,virgin
15978,arose
15979,trimmed
15980,lamp
15981,.
15982,25:8
15983,.
15984,foolish
15985,said
15986,wise
15987,:
15988,Give
15989,u
15990,oil
15991,","
15992,lamp
15993,gone
15994,.
15995,25:9
15996,.
15997,wise
15998,answered
15999,","
16000,saying
16001,:
16002,Lest
16003,perhaps
16004,enough
16005,u
16006,","
16007,go
16008,ye
16009,rather
16010,sell
16011,buy
16012,.
16013,25:10
16014,.
16015,whilst
16016,went
16017,buy
16018,bridegroom
16019,came
16020,:
16021,ready
16022,went
16023,marriage
16024,.
16025,door
16026,shut
16027,.
16028,25:11
16029,.
16030,last
16031,came
16032,also
16033,virgin
16034,","
16035,saying
16036,:
16037,Lord
16038,","
16039,Lord
16040,","
16041,open
16042,u
16043,.
16044,25:12
16045,.
16046,answering
16047,said
16048,:
16049,Amen
16050,say
16051,","
16052,know
16053,.
16054,25:13
16055,.
16056,Watch
16057,ye
16058,therefore
16059,","
16060,know
16061,day
16062,hour
16063,.
16064,25:14
16065,.
16066,even
16067,man
16068,going
16069,far
16070,country
16071,called
16072,servant
16073,delivered
16074,good
16075,;
16076,25:15
16077,.
16078,one
16079,gave
16080,five
16081,talent
16082,","
16083,another
16084,two
16085,","
16086,another
16087,one
16088,","
16089,every
16090,one
16091,according
16092,proper
16093,ability
16094,:
16095,immediately
16096,took
16097,journey
16098,.
16099,25:16
16100,.
16101,received
16102,five
16103,talent
16104,went
16105,way
16106,traded
16107,gained
16108,five
16109,.
16110,25:17
16111,.
16112,like
16113,manner
16114,received
16115,two
16116,gained
16117,two
16118,.
16119,25:18
16120,.
16121,received
16122,one
16123,","
16124,going
16125,way
16126,","
16127,digged
16128,earth
16129,hid
16130,lord
16131,’
16132,money
16133,.
16134,25:19
16135,.
16136,long
16137,time
16138,lord
16139,servant
16140,came
16141,reckoned
16142,.
16143,25:20
16144,.
16145,received
16146,five
16147,talent
16148,coming
16149,","
16150,brought
16151,five
16152,talent
16153,","
16154,saying
16155,:
16156,Lord
16157,","
16158,thou
16159,didst
16160,deliver
16161,five
16162,talent
16163,.
16164,Behold
16165,gained
16166,five
16167,.
16168,25:21
16169,.
16170,lord
16171,said
16172,:
16173,Well
16174,done
16175,","
16176,good
16177,faithful
16178,servant
16179,","
16180,thou
16181,hast
16182,faithful
16183,thing
16184,","
16185,place
16186,thee
16187,many
16188,thing
16189,.
16190,Enter
16191,thou
16192,joy
16193,thy
16194,lord
16195,.
16196,25:22
16197,.
16198,also
16199,received
16200,two
16201,talent
16202,came
16203,said
16204,:
16205,Lord
16206,","
16207,thou
16208,deliveredst
16209,two
16210,talent
16211,.
16212,Behold
16213,gained
16214,two
16215,.
16216,25:23
16217,.
16218,lord
16219,said
16220,:
16221,Well
16222,done
16223,","
16224,good
16225,faithful
16226,servant
16227,:
16228,thou
16229,hast
16230,faithful
16231,thing
16232,","
16233,place
16234,thee
16235,many
16236,thing
16237,.
16238,Enter
16239,thou
16240,joy
16241,thy
16242,lord
16243,.
16244,25:24
16245,.
16246,received
16247,one
16248,talent
16249,","
16250,came
16251,said
16252,:
16253,Lord
16254,","
16255,know
16256,thou
16257,art
16258,hard
16259,man
16260,;
16261,thou
16262,reapest
16263,thou
16264,hast
16265,sown
16266,gatherest
16267,thou
16268,hast
16269,strewed
16270,.
16271,25:25
16272,.
16273,afraid
16274,","
16275,went
16276,hid
16277,thy
16278,talent
16279,earth
16280,.
16281,Behold
16282,thou
16283,hast
16284,thine
16285,.
16286,25:26
16287,.
16288,lord
16289,answering
16290,","
16291,said
16292,:
16293,Wicked
16294,slothful
16295,servant
16296,","
16297,thou
16298,knewest
16299,reap
16300,sow
16301,gather
16302,strewed
16303,.
16304,25:27
16305,.
16306,Thou
16307,oughtest
16308,therefore
16309,committed
16310,money
16311,banker
16312,:
16313,coming
16314,received
16315,usury
16316,.
16317,25:28
16318,.
16319,Take
16320,ye
16321,away
16322,therefore
16323,talent
16324,give
16325,hath
16326,ten
16327,talent
16328,.
16329,25:29
16330,.
16331,every
16332,one
16333,hath
16334,shall
16335,given
16336,","
16337,shall
16338,abound
16339,:
16340,hath
16341,","
16342,also
16343,seemeth
16344,shall
16345,taken
16346,away
16347,.
16348,25:30
16349,.
16350,unprofitable
16351,servant
16352,","
16353,cast
16354,ye
16355,exterior
16356,darkness
16357,.
16358,shall
16359,weeping
16360,gnashing
16361,teeth
16362,.
16363,25:31
16364,.
16365,Son
16366,man
16367,shall
16368,come
16369,majesty
16370,","
16371,angel
16372,","
16373,shall
16374,sit
16375,upon
16376,seat
16377,majesty
16378,.
16379,25:32
16380,.
16381,nation
16382,shall
16383,gathered
16384,together
16385,:
16386,shall
16387,separate
16388,one
16389,another
16390,","
16391,shepherd
16392,separateth
16393,sheep
16394,goat
16395,:
16396,25:33
16397,.
16398,shall
16399,set
16400,sheep
16401,right
16402,hand
16403,","
16404,goat
16405,left
16406,.
16407,25:34
16408,.
16409,shall
16410,king
16411,say
16412,shall
16413,right
16414,hand
16415,:
16416,Come
16417,","
16418,ye
16419,blessed
16420,Father
16421,","
16422,posse
16423,kingdom
16424,prepared
16425,foundation
16426,world
16427,.
16428,25:35
16429,.
16430,hungry
16431,","
16432,gave
16433,eat
16434,:
16435,thirsty
16436,","
16437,gave
16438,drink
16439,:
16440,stranger
16441,","
16442,took
16443,:
16444,25:36
16445,.
16446,Naked
16447,","
16448,covered
16449,:
16450,sick
16451,","
16452,visited
16453,:
16454,prison
16455,","
16456,came
16457,.
16458,25:37
16459,.
16460,shall
16461,answer
16462,","
16463,saying
16464,:
16465,Lord
16466,","
16467,see
16468,thee
16469,hungry
16470,fed
16471,thee
16472,:
16473,thirsty
16474,gave
16475,thee
16476,drink
16477,?
16478,25:38
16479,.
16480,see
16481,thee
16482,stranger
16483,took
16484,thee
16485,?
16486,naked
16487,covered
16488,thee
16489,?
16490,25:39
16491,.
16492,see
16493,thee
16494,sick
16495,prison
16496,came
16497,thee
16498,?
16499,25:40
16500,.
16501,king
16502,answering
16503,shall
16504,say
16505,:
16506,Amen
16507,say
16508,","
16509,long
16510,one
16511,least
16512,brother
16513,","
16514,.
16515,25:41
16516,.
16517,shall
16518,say
16519,also
16520,shall
16521,left
16522,hand
16523,:
16524,Depart
16525,","
16526,cursed
16527,","
16528,everlasting
16529,fire
16530,","
16531,prepared
16532,devil
16533,angel
16534,.
16535,25:42
16536,.
16537,hungry
16538,gave
16539,eat
16540,:
16541,thirsty
16542,gave
16543,drink
16544,.
16545,25:43
16546,.
16547,stranger
16548,took
16549,:
16550,naked
16551,covered
16552,:
16553,sick
16554,prison
16555,visit
16556,.
16557,25:44
16558,.
16559,also
16560,shall
16561,answer
16562,","
16563,saying
16564,:
16565,Lord
16566,","
16567,see
16568,thee
16569,hungry
16570,thirsty
16571,stranger
16572,naked
16573,sick
16574,prison
16575,minister
16576,thee
16577,?
16578,25:45
16579,.
16580,shall
16581,answer
16582,","
16583,saying
16584,:
16585,Amen
16586,:
16587,say
16588,","
16589,long
16590,one
16591,least
16592,","
16593,neither
16594,.
16595,25:46
16596,.
16597,shall
16598,go
16599,everlasting
16600,punishment
16601,:
16602,","
16603,life
16604,everlasting
16605,.
16606,Matthew
16607,Chapter
16608,26
16609,Jews
16610,conspire
16611,Christ
16612,.
16613,anointed
16614,Mary
16615,.
16616,treason
16617,Judas
16618,.
16619,last
16620,supper
16621,.
16622,prayer
16623,garden
16624,.
16625,apprehension
16626,Lord
16627,.
16628,treatment
16629,house
16630,Caiphas
16631,.
16632,26:1
16633,.
16634,came
16635,pas
16636,","
16637,Jesus
16638,ended
16639,word
16640,","
16641,said
16642,disciple
16643,:
16644,26:2
16645,.
16646,know
16647,two
16648,day
16649,shall
16650,pasch
16651,:
16652,Son
16653,man
16654,shall
16655,delivered
16656,crucified
16657,.
16658,26:3
16659,.
16660,gathered
16661,together
16662,chief
16663,priest
16664,ancient
16665,people
16666,","
16667,court
16668,high
16669,priest
16670,","
16671,called
16672,Caiphas
16673,:
16674,26:4
16675,.
16676,consulted
16677,together
16678,subtilty
16679,might
16680,apprehend
16681,Jesus
16682,put
16683,death
16684,.
16685,26:5
16686,.
16687,said
16688,:
16689,festival
16690,day
16691,","
16692,lest
16693,perhaps
16694,tumult
16695,among
16696,people
16697,.
16698,26:6
16699,.
16700,Jesus
16701,Bethania
16702,","
16703,house
16704,Simon
16705,leper
16706,","
16707,26:7
16708,.
16709,came
16710,woman
16711,alabaster
16712,box
16713,precious
16714,ointment
16715,poured
16716,head
16717,table
16718,.
16719,26:8
16720,.
16721,disciple
16722,seeing
16723,indignation
16724,","
16725,saying
16726,:
16727,purpose
16728,waste
16729,?
16730,26:9
16731,.
16732,might
16733,sold
16734,much
16735,given
16736,poor
16737,.
16738,26:10
16739,.
16740,Jesus
16741,knowing
16742,","
16743,said
16744,:
16745,trouble
16746,woman
16747,?
16748,hath
16749,wrought
16750,good
16751,work
16752,upon
16753,.
16754,26:11
16755,.
16756,poor
16757,always
16758,:
16759,always
16760,.
16761,always
16762,....
16763,Viz.
16764,","
16765,visible
16766,manner
16767,","
16768,conversant
16769,earth
16770,;
16771,poor
16772,","
16773,may
16774,daily
16775,assist
16776,relieve
16777,.
16778,26:12
16779,.
16780,pouring
16781,ointment
16782,body
16783,hath
16784,done
16785,burial
16786,.
16787,26:13
16788,.
16789,Amen
16790,say
16791,","
16792,wheresoever
16793,gospel
16794,shall
16795,preached
16796,whole
16797,world
16798,","
16799,also
16800,hath
16801,done
16802,shall
16803,told
16804,memory
16805,.
16806,26:14
16807,.
16808,went
16809,one
16810,twelve
16811,","
16812,called
16813,Judas
16814,Iscariot
16815,","
16816,chief
16817,priest
16818,.
16819,26:15
16820,.
16821,said
16822,:
16823,give
16824,","
16825,deliver
16826,unto
16827,?
16828,appointed
16829,thirty
16830,piece
16831,silver
16832,.
16833,26:16
16834,.
16835,thenceforth
16836,sought
16837,opportunity
16838,betray
16839,.
16840,26:17
16841,.
16842,first
16843,day
16844,Azymes
16845,","
16846,disciple
16847,came
16848,Jesus
16849,","
16850,saying
16851,:
16852,wilt
16853,thou
16854,prepare
16855,thee
16856,eat
16857,pasch
16858,?
16859,Azymes
16860,....
16861,Feast
16862,unleavened
16863,bread
16864,.
16865,Pasch
16866,....
16867,paschal
16868,lamb
16869,.
16870,26:18
16871,.
16872,Jesus
16873,said
16874,:
16875,Go
16876,ye
16877,city
16878,certain
16879,man
16880,say
16881,:
16882,master
16883,saith
16884,","
16885,time
16886,near
16887,hand
16888,.
16889,thee
16890,make
16891,pasch
16892,disciple
16893,.
16894,26:19
16895,.
16896,disciple
16897,Jesus
16898,appointed
16899,:
16900,prepared
16901,pasch
16902,.
16903,26:20
16904,.
16905,evening
16906,","
16907,sat
16908,twelve
16909,disciple
16910,.
16911,26:21
16912,.
16913,whilst
16914,eating
16915,","
16916,said
16917,:
16918,Amen
16919,say
16920,one
16921,betray
16922,.
16923,26:22
16924,.
16925,much
16926,troubled
16927,began
16928,every
16929,one
16930,say
16931,:
16932,","
16933,Lord
16934,?
16935,26:23
16936,.
16937,answering
16938,said
16939,:
16940,dippeth
16941,hand
16942,dish
16943,","
16944,shall
16945,betray
16946,.
16947,26:24
16948,.
16949,Son
16950,man
16951,indeed
16952,goeth
16953,","
16954,written
16955,.
16956,woe
16957,man
16958,Son
16959,man
16960,shall
16961,betrayed
16962,.
16963,better
16964,","
16965,man
16966,born
16967,.
16968,26:25
16969,.
16970,Judas
16971,betrayed
16972,answering
16973,","
16974,said
16975,:
16976,","
16977,Rabbi
16978,?
16979,saith
16980,:
16981,Thou
16982,hast
16983,said
16984,.
16985,26:26
16986,.
16987,whilst
16988,supper
16989,","
16990,Jesus
16991,took
16992,bread
16993,blessed
16994,broke
16995,gave
16996,disciple
16997,said
16998,:
16999,Take
17000,ye
17001,eat
17002,.
17003,body
17004,.
17005,body
17006,....
17007,say
17008,","
17009,figure
17010,body—but
17011,body
17012,.
17013,(
17014,2
17015,Council
17016,Nice
17017,","
17018,Act
17019,.
17020,6
17021,.
17022,)
17023,Neither
17024,say
17025,","
17026,body
17027,;
17028,absolutely
17029,","
17030,body
17031,:
17032,plainly
17033,implies
17034,transubstantiation
17035,.
17036,26:27
17037,.
17038,taking
17039,chalice
17040,","
17041,gave
17042,thanks
17043,gave
17044,","
17045,saying
17046,:
17047,Drink
17048,ye
17049,.
17050,Drink
17051,ye
17052,....
17053,spoken
17054,twelve
17055,apostle
17056,;
17057,present
17058,;
17059,drank
17060,","
17061,say
17062,St.
17063,Mark
17064,14
17065,.
17066,23
17067,.
17068,way
17069,follows
17070,word
17071,spoken
17072,apostle
17073,","
17074,faithful
17075,commanded
17076,drink
17077,chalice
17078,;
17079,faithful
17080,commanded
17081,consecrate
17082,","
17083,offer
17084,administer
17085,sacrament
17086,;
17087,Christ
17088,upon
17089,occasion
17090,","
17091,time
17092,","
17093,bid
17094,apostle
17095,;
17096,word
17097,","
17098,St.
17099,Luke
17100,22
17101,.
17102,19
17103,","
17104,commemoration
17105,.
17106,26:28
17107,.
17108,blood
17109,new
17110,testament
17111,","
17112,shall
17113,shed
17114,many
17115,unto
17116,remission
17117,sin
17118,.
17119,Blood
17120,new
17121,testament
17122,....
17123,old
17124,testament
17125,dedicated
17126,blood
17127,victim
17128,","
17129,Moses
17130,","
17131,word
17132,:
17133,blood
17134,testament
17135,","
17136,etc.
17137,","
17138,Heb
17139,.
17140,9
17141,.
17142,20
17143,;
17144,dedication
17145,institution
17146,new
17147,testament
17148,","
17149,blood
17150,Christ
17151,","
17152,mystically
17153,shed
17154,word
17155,:
17156,blood
17157,new
17158,testament
17159,","
17160,etc
17161,.
17162,26:29
17163,.
17164,say
17165,","
17166,drink
17167,henceforth
17168,fruit
17169,vine
17170,day
17171,shall
17172,drink
17173,new
17174,kingdom
17175,Father
17176,.
17177,Fruit
17178,vine
17179,....
17180,word
17181,","
17182,account
17183,St.
17184,Luke
17185,26:22
17186,.
17187,18
17188,","
17189,spoken
17190,sacramental
17191,cup
17192,","
17193,wine
17194,drunk
17195,paschal
17196,lamb
17197,.
17198,Though
17199,sacramental
17200,cup
17201,might
17202,also
17203,called
17204,fruit
17205,vine
17206,","
17207,consecrated
17208,wine
17209,","
17210,retains
17211,likeness
17212,","
17213,accident
17214,quality
17215,wine
17216,.
17217,26:30
17218,.
17219,hymn
17220,said
17221,","
17222,went
17223,unto
17224,mount
17225,Olivet
17226,.
17227,26:31
17228,.
17229,Jesus
17230,saith
17231,:
17232,shall
17233,scandalized
17234,night
17235,.
17236,written
17237,:
17238,strike
17239,shepherd
17240,:
17241,sheep
17242,flock
17243,shall
17244,dispersed
17245,.
17246,Scandalized
17247,","
17248,etc
17249,....
17250,Forasmuch
17251,apprehended
17252,shall
17253,make
17254,run
17255,away
17256,forsake
17257,.
17258,26:32
17259,.
17260,shall
17261,risen
17262,","
17263,go
17264,Galilee
17265,.
17266,26:33
17267,.
17268,Peter
17269,answering
17270,","
17271,said
17272,:
17273,Although
17274,shall
17275,scandalized
17276,thee
17277,","
17278,never
17279,scandalized
17280,.
17281,26:34
17282,.
17283,Jesus
17284,said
17285,:
17286,Amen
17287,say
17288,thee
17289,night
17290,cock
17291,crow
17292,","
17293,thou
17294,wilt
17295,deny
17296,thrice
17297,.
17298,26:35
17299,.
17300,Peter
17301,saith
17302,:
17303,Yea
17304,","
17305,though
17306,die
17307,thee
17308,","
17309,deny
17310,thee
17311,.
17312,like
17313,manner
17314,said
17315,disciple
17316,.
17317,26:36
17318,.
17319,Jesus
17320,came
17321,country
17322,place
17323,called
17324,Gethsemani
17325,.
17326,said
17327,disciple
17328,:
17329,Sit
17330,","
17331,till
17332,go
17333,yonder
17334,pray
17335,.
17336,26:37
17337,.
17338,taking
17339,Peter
17340,two
17341,son
17342,Zebedee
17343,","
17344,began
17345,grow
17346,sorrowful
17347,sad
17348,.
17349,26:38
17350,.
17351,saith
17352,:
17353,soul
17354,sorrowful
17355,even
17356,unto
17357,death
17358,.
17359,Stay
17360,watch
17361,.
17362,26:39
17363,.
17364,going
