,lemmatised_John
7359,.
7360,10:26
7361,.
7362,believe
7363,","
7364,sheep
7365,.
7366,10:27
7367,.
7368,sheep
7369,hear
7370,voice
7371,.
7372,know
7373,:
7374,follow
7375,.
7376,10:28
7377,.
7378,give
7379,life
7380,everlasting
7381,:
7382,shall
7383,perish
7384,ever
7385,.
7386,man
7387,shall
7388,pluck
7389,hand
7390,.
7391,10:29
7392,.
7393,Father
7394,hath
7395,given
7396,greater
7397,:
7398,one
7399,snatch
7400,hand
7401,Father
7402,.
7403,10:30
7404,.
7405,Father
7406,one
7407,.
7408,Father
7409,one
7410,....
7411,","
7412,one
7413,divine
7414,nature
7415,","
7416,two
7417,distinct
7418,person
7419,.
7420,10:31
7421,.
7422,Jews
7423,took
7424,stone
7425,stone
7426,.
7427,10:32
7428,.
7429,Jesus
7430,answered
7431,:
7432,Many
7433,good
7434,work
7435,shewed
7436,Father
7437,.
7438,work
7439,stone
7440,?
7441,10:33
7442,.
7443,Jews
7444,answered
7445,:
7446,good
7447,work
7448,stone
7449,thee
7450,","
7451,blasphemy
7452,:
7453,thou
7454,","
7455,man
7456,","
7457,makest
7458,thyself
7459,God
7460,.
7461,10:34
7462,.
7463,Jesus
7464,answered
7465,:
7466,written
7467,law
7468,:
7469,said
7470,","
7471,god
7472,?
7473,10:35
7474,.
7475,called
7476,god
7477,word
7478,God
7479,spoken
7480,;
7481,scripture
7482,broken
7483,:
7484,10:36
7485,.
7486,say
7487,Father
7488,hath
7489,sanctified
7490,sent
7491,world
7492,:
7493,Thou
7494,blasphemest
7495,;
7496,said
7497,:
7498,Son
7499,God
7500,?
7501,10:37
7502,.
7503,work
7504,Father
7505,","
7506,believe
7507,.
7508,10:38
7509,.
7510,","
7511,though
7512,believe
7513,","
7514,believe
7515,work
7516,:
7517,may
7518,know
7519,believe
7520,Father
7521,Father
7522,.
7523,10:39
7524,.
7525,sought
7526,therefore
7527,take
7528,:
7529,escaped
7530,hand
7531,.
7532,10:40
7533,.
7534,went
7535,beyond
7536,Jordan
7537,","
7538,place
7539,John
7540,baptizing
7541,first
7542,.
7543,abode
7544,.
7545,10:41
7546,.
7547,many
7548,resorted
7549,:
7550,said
7551,:
7552,John
7553,indeed
7554,sign
7555,.
7556,10:42
7557,.
7558,thing
7559,whatsoever
7560,John
7561,said
7562,man
7563,true
7564,.
7565,many
7566,believed
7567,.
7568,John
7569,Chapter
7570,11
7571,Christ
7572,raise
7573,Lazarus
7574,life
7575,.
7576,ruler
7577,resolve
7578,put
7579,death
7580,.
7581,11:1
7582,.
7583,certain
7584,man
7585,sick
7586,","
7587,named
7588,Lazarus
7589,","
7590,Bethania
7591,","
7592,town
7593,Mary
7594,Martha
7595,sister
7596,.
7597,11:2
7598,.
7599,(
7600,Mary
7601,anointed
7602,Lord
7603,ointment
7604,wiped
7605,foot
7606,hair
7607,:
7608,whose
7609,brother
7610,Lazarus
7611,sick
7612,.
7613,)
7614,11:3
7615,.
7616,sister
7617,therefore
7618,sent
7619,","
7620,saying
7621,:
7622,Lord
7623,","
7624,behold
7625,","
7626,thou
7627,lovest
7628,sick
7629,.
7630,11:4
7631,.
7632,Jesus
7633,hearing
7634,","
7635,said
7636,:
7637,sickness
7638,unto
7639,death
7640,","
7641,glory
7642,God
7643,:
7644,Son
7645,God
7646,may
7647,glorified
7648,.
7649,11:5
7650,.
7651,Jesus
7652,loved
7653,Martha
7654,sister
7655,Mary
7656,Lazarus
7657,.
7658,11:6
7659,.
7660,heard
7661,therefore
7662,sick
7663,","
7664,still
7665,remained
7666,place
7667,two
7668,day
7669,.
7670,11:7
7671,.
7672,","
7673,said
7674,disciple
7675,:
7676,Let
7677,u
7678,go
7679,Judea
7680,.
7681,11:8
7682,.
7683,disciple
7684,say
7685,:
7686,Rabbi
7687,","
7688,Jews
7689,sought
7690,stone
7691,thee
7692,.
7693,goest
7694,thou
7695,thither
7696,?
7697,11:9
7698,.
7699,Jesus
7700,answered
7701,:
7702,twelve
7703,hour
7704,day
7705,?
7706,man
7707,walk
7708,day
7709,stumbleth
7710,","
7711,seeth
7712,light
7713,world
7714,:
7715,11:10
7716,.
7717,walk
7718,night
7719,","
7720,stumbleth
7721,","
7722,light
7723,.
7724,11:11
7725,.
7726,thing
7727,said
7728,;
7729,said
7730,:
7731,Lazarus
7732,friend
7733,sleepeth
7734,:
7735,go
7736,may
7737,awake
7738,sleep
7739,.
7740,11:12
7741,.
7742,disciple
7743,therefore
7744,said
7745,:
7746,Lord
7747,","
7748,sleep
7749,","
7750,shall
7751,well
7752,.
7753,11:13
7754,.
7755,Jesus
7756,spoke
7757,death
7758,:
7759,thought
7760,spoke
7761,repose
7762,sleep
7763,.
7764,11:14
7765,.
7766,therefore
7767,Jesus
7768,said
7769,plainly
7770,:
7771,Lazarus
7772,dead
7773,.
7774,11:15
7775,.
7776,glad
7777,","
7778,sake
7779,;
7780,","
7781,may
7782,believe
7783,.
7784,","
7785,let
7786,u
7787,go
7788,.
7789,11:16
7790,.
7791,Thomas
7792,therefore
7793,","
7794,called
7795,Didymus
7796,","
7797,said
7798,fellow
7799,disciple
7800,:
7801,Let
7802,u
7803,also
7804,go
7805,","
7806,may
7807,die
7808,.
7809,11:17
7810,.
7811,Jesus
7812,therefore
7813,came
7814,:
7815,found
7816,four
7817,day
7818,already
7819,grave
7820,.
7821,11:18
7822,.
7823,(
7824,Bethania
7825,near
7826,Jerusalem
7827,","
7828,fifteen
7829,furlong
7830,.
7831,)
7832,11:19
7833,.
7834,many
7835,Jews
7836,come
7837,Martha
7838,Mary
7839,","
7840,comfort
7841,concerning
7842,brother
7843,.
7844,11:20
7845,.
7846,Martha
7847,therefore
7848,","
7849,soon
7850,heard
7851,Jesus
7852,come
7853,","
7854,went
7855,meet
7856,:
7857,Mary
7858,sat
7859,home
7860,.
7861,11:21
7862,.
7863,Martha
7864,therefore
7865,said
7866,Jesus
7867,:
7868,Lord
7869,","
7870,thou
7871,hadst
7872,","
7873,brother
7874,died
7875,.
7876,11:22
7877,.
7878,also
7879,know
7880,whatsoever
7881,thou
7882,wilt
7883,ask
7884,God
7885,","
7886,God
7887,give
7888,thee
7889,.
7890,11:23
7891,.
7892,Jesus
7893,saith
7894,:
7895,Thy
7896,brother
7897,shall
7898,rise
7899,.
7900,11:24
7901,.
7902,Martha
7903,saith
7904,:
7905,know
7906,shall
7907,rise
7908,","
7909,resurrection
7910,last
7911,day
7912,.
7913,11:25
7914,.
7915,Jesus
7916,said
7917,:
7918,resurrection
7919,life
7920,:
7921,believeth
7922,","
7923,although
7924,dead
7925,","
7926,shall
7927,live
7928,:
7929,11:26
7930,.
7931,every
7932,one
7933,liveth
7934,believeth
7935,shall
7936,die
7937,ever
7938,.
7939,Believest
7940,thou
7941,?
7942,11:27
7943,.
7944,saith
7945,:
7946,Yea
7947,","
7948,Lord
7949,","
7950,believed
7951,thou
7952,art
7953,Christ
7954,","
7955,Son
7956,living
7957,God
7958,","
7959,art
7960,come
7961,world
7962,.
7963,11:28
7964,.
7965,said
7966,thing
7967,","
7968,went
7969,called
7970,sister
7971,Mary
7972,secretly
7973,","
7974,saying
7975,:
7976,master
7977,come
7978,calleth
7979,thee
7980,.
7981,11:29
7982,.
7983,","
7984,soon
7985,heard
7986,","
7987,riseth
7988,quickly
7989,cometh
7990,.
7991,11:30
7992,.
7993,Jesus
7994,yet
7995,come
7996,town
7997,:
7998,still
7999,place
8000,Martha
8001,met
8002,.
8003,11:31
8004,.
8005,Jews
8006,therefore
8007,","
8008,house
8009,comforted
8010,","
8011,saw
8012,Mary
8013,","
8014,rose
8015,speedily
8016,went
8017,","
8018,followed
8019,","
8020,saying
8021,:
8022,goeth
8023,grave
8024,weep
8025,.
8026,11:32
8027,.
8028,Mary
8029,therefore
8030,come
8031,Jesus
8032,","
8033,seeing
8034,","
8035,fell
8036,foot
8037,saith
8038,.
8039,Lord
8040,","
8041,thou
8042,hadst
8043,","
8044,brother
8045,died
8046,.
8047,11:33
8048,.
8049,Jesus
8050,","
8051,therefore
8052,","
8053,saw
8054,weeping
8055,","
8056,Jews
8057,come
8058,weeping
8059,","
8060,groaned
8061,spirit
8062,troubled
8063,","
8064,11:34
8065,.
8066,said
8067,:
8068,laid
8069,?
8070,say
8071,:
8072,Lord
8073,","
8074,come
8075,see
8076,.
8077,11:35
8078,.
8079,Jesus
8080,wept
8081,.
8082,11:36
8083,.
8084,Jews
8085,therefore
8086,said
8087,:
8088,Behold
8089,loved
8090,.
8091,11:37
8092,.
8093,said
8094,:
8095,Could
8096,opened
8097,eye
8098,man
8099,born
8100,blind
8101,caused
8102,man
8103,die
8104,?
8105,11:38
8106,.
8107,Jesus
8108,therefore
8109,groaning
8110,","
8111,cometh
8112,sepulchre
8113,.
8114,cave
8115,;
8116,stone
8117,laid
8118,.
8119,11:39
8120,.
8121,Jesus
8122,saith
8123,:
8124,Take
8125,away
8126,stone
8127,.
8128,Martha
8129,","
8130,sister
8131,dead
8132,","
8133,saith
8134,:
8135,Lord
8136,","
8137,time
8138,stinketh
8139,","
8140,four
8141,day
8142,.
8143,11:40
8144,.
8145,Jesus
8146,saith
8147,:
8148,say
8149,thee
8150,thou
8151,believe
8152,","
8153,thou
8154,shalt
8155,see
8156,glory
8157,God
8158,?
8159,11:41
8160,.
8161,took
8162,therefore
8163,stone
8164,away
8165,.
8166,Jesus
8167,lifting
8168,eye
8169,","
8170,said
8171,:
8172,Father
8173,","
8174,give
8175,thee
8176,thanks
8177,thou
8178,hast
8179,heard
8180,.
8181,11:42
8182,.
8183,knew
8184,thou
8185,hearest
8186,always
8187,:
8188,people
8189,stand
8190,said
8191,","
8192,may
8193,believe
8194,thou
8195,hast
8196,sent
8197,.
8198,11:43
8199,.
8200,said
8201,thing
8202,","
8203,cried
8204,loud
8205,voice
8206,:
8207,Lazarus
8208,","
8209,come
8210,forth
8211,.
8212,11:44
8213,.
8214,presently
8215,dead
8216,came
8217,forth
8218,","
8219,bound
8220,foot
8221,hand
8222,winding
8223,band
8224,.
8225,face
8226,bound
8227,napkin
8228,.
8229,Jesus
8230,said
8231,:
8232,Loose
8233,let
8234,go
8235,.
8236,11:45
8237,.
8238,Many
8239,therefore
8240,Jews
8241,","
8242,come
8243,Mary
8244,Martha
8245,seen
8246,thing
8247,Jesus
8248,","
8249,believed
8250,.
8251,11:46
8252,.
8253,went
8254,Pharisees
8255,told
8256,thing
8257,Jesus
8258,done
8259,.
8260,11:47
8261,.
8262,chief
8263,priest
8264,","
8265,therefore
8266,","
8267,Pharisees
8268,gathered
8269,council
8270,said
8271,:
8272,","
8273,man
8274,doth
8275,many
8276,miracle
8277,?
8278,11:48
8279,.
8280,let
8281,alone
8282,","
8283,believe
8284,;
8285,Romans
8286,come
8287,","
8288,take
8289,away
8290,place
8291,nation
8292,.
8293,11:49
8294,.
8295,one
8296,","
8297,named
8298,Caiphas
8299,","
8300,high
8301,priest
8302,year
8303,","
8304,said
8305,:
8306,know
8307,nothing
8308,.
8309,11:50
8310,.
8311,Neither
8312,consider
8313,expedient
8314,one
8315,man
8316,die
8317,people
8318,whole
8319,nation
8320,perish
8321,.
8322,11:51
8323,.
8324,spoke
8325,:
8326,high
8327,priest
8328,year
8329,","
8330,prophesied
8331,Jesus
8332,die
8333,nation
8334,.
8335,11:52
8336,.
8337,nation
8338,","
8339,gather
8340,together
8341,one
8342,child
8343,God
8344,dispersed
8345,.
8346,11:53
8347,.
8348,day
8349,therefore
8350,devised
8351,put
8352,death
8353,.
8354,11:54
8355,.
8356,Wherefore
8357,Jesus
8358,walked
8359,openly
8360,among
8361,Jews
8362,:
8363,went
8364,country
8365,near
8366,desert
8367,","
8368,unto
8369,city
8370,called
8371,Ephrem
8372,.
8373,abode
8374,disciple
8375,.
8376,11:55
8377,.
8378,pasch
8379,Jews
8380,hand
8381,:
8382,many
8383,country
8384,went
8385,Jerusalem
8386,","
8387,pasch
8388,","
8389,purify
8390,.
8391,11:56
8392,.
8393,sought
8394,therefore
8395,Jesus
8396,;
8397,discoursed
8398,one
8399,another
8400,","
8401,standing
8402,temple
8403,:
8404,think
8405,come
8406,festival
8407,day
8408,?
8409,chief
8410,priest
8411,Pharisees
8412,given
8413,commandment
8414,","
8415,man
8416,knew
8417,","
8418,tell
8419,","
8420,might
8421,apprehend
8422,.
8423,John
8424,Chapter
8425,12
8426,anointing
8427,Christ
8428,’
8429,foot
8430,.
8431,riding
8432,Jerusalem
8433,upon
8434,as
8435,.
8436,voice
8437,heaven
8438,.
8439,12:1
8440,.
8441,Jesus
8442,therefore
8443,","
8444,six
8445,day
8446,pasch
8447,","
8448,came
8449,Bethania
8450,","
8451,Lazarus
8452,dead
8453,","
8454,Jesus
8455,raised
8456,life
8457,.
8458,12:2
8459,.
8460,made
8461,supper
8462,:
8463,Martha
8464,served
8465,.
8466,Lazarus
8467,one
8468,table
8469,.
8470,12:3
8471,.
8472,Mary
8473,therefore
8474,took
8475,pound
8476,ointment
8477,right
8478,spikenard
8479,","
8480,great
8481,price
8482,","
8483,anointed
8484,foot
8485,Jesus
8486,wiped
8487,foot
8488,hair
8489,.
8490,house
8491,filled
8492,odour
8493,ointment
8494,.
8495,12:4
8496,.
8497,one
8498,disciple
8499,","
8500,Judas
8501,Iscariot
8502,","
8503,betray
8504,","
8505,said
8506,:
8507,12:5
8508,.
8509,ointment
8510,sold
8511,three
8512,hundred
8513,penny
8514,given
8515,poor
8516,?
8517,12:6
8518,.
8519,said
8520,cared
8521,poor
8522,;
8523,thief
8524,","
8525,purse
8526,","
8527,carried
8528,thing
8529,put
8530,therein
8531,.
8532,12:7
8533,.
8534,Jesus
8535,therefore
8536,said
8537,:
8538,Let
8539,alone
8540,","
8541,may
8542,keep
8543,day
8544,burial
8545,.
8546,12:8
8547,.
8548,poor
8549,always
8550,:
8551,always
8552,.
8553,See
8554,annotation
8555,St.
8556,Matt
8557,.
8558,26
8559,.
8560,11
8561,.
8562,12:9
8563,.
8564,great
8565,multitude
8566,therefore
8567,Jews
8568,knew
8569,;
8570,came
8571,","
8572,Jesus
8573,’
8574,sake
8575,","
8576,might
8577,see
8578,Lazarus
8579,","
8580,raised
8581,dead
8582,.
8583,12:10
8584,.
8585,chief
8586,priest
8587,thought
8588,kill
8589,Lazarus
8590,also
8591,:
8592,12:11
8593,.
8594,many
8595,Jews
8596,","
8597,reason
8598,","
8599,went
8600,away
8601,believed
8602,Jesus
8603,.
8604,12:12
8605,.
8606,next
8607,day
8608,","
8609,great
8610,multitude
8611,come
8612,festival
8613,day
8614,","
8615,heard
8616,Jesus
8617,coming
8618,Jerusalem
8619,","
8620,12:13
8621,.
8622,Took
8623,branch
8624,palm
8625,tree
8626,went
8627,forth
8628,meet
8629,cried
8630,Hosanna
8631,.
8632,Blessed
8633,cometh
8634,name
8635,Lord
8636,","
8637,king
8638,Israel
8639,.
8640,12:14
8641,.
8642,Jesus
8643,found
8644,young
8645,as
8646,sat
8647,upon
8648,","
8649,written
8650,:
8651,12:15
8652,.
8653,Fear
8654,","
8655,daughter
8656,Sion
8657,:
8658,behold
8659,thy
8660,king
8661,cometh
8662,","
8663,sitting
8664,as
8665,’
8666,colt
8667,.
8668,12:16
8669,.
8670,thing
8671,disciple
8672,know
8673,first
8674,:
8675,Jesus
8676,glorified
8677,","
8678,remembered
8679,thing
8680,written
8681,done
8682,thing
8683,.
8684,12:17
8685,.
8686,multitude
8687,therefore
8688,gave
8689,testimony
8690,","
8691,","
8692,called
8693,Lazarus
8694,grave
8695,raised
8696,dead
8697,.
8698,12:18
8699,.
8700,reason
8701,also
8702,people
8703,came
8704,meet
8705,","
8706,heard
8707,done
8708,miracle
8709,.
8710,12:19
8711,.
8712,Pharisees
8713,therefore
8714,said
8715,among
8716,:
8717,see
8718,prevail
8719,nothing
8720,?
8721,Behold
8722,","
8723,whole
8724,world
8725,gone
8726,.
8727,12:20
8728,.
8729,certain
8730,Gentiles
8731,among
8732,","
8733,came
8734,adore
8735,festival
8736,day
8737,.
8738,12:21
8739,.
8740,therefore
8741,came
8742,Philip
8743,","
8744,Bethsaida
8745,Galilee
8746,","
8747,desired
8748,","
8749,saying
8750,:
8751,Sir
8752,","
8753,would
8754,see
8755,Jesus
8756,.
8757,12:22
8758,.
8759,Philip
8760,cometh
8761,telleth
8762,Andrew
8763,.
8764,Andrew
8765,Philip
8766,told
8767,Jesus
8768,.
8769,12:23
8770,.
8771,Jesus
8772,answered
8773,","
8774,saying
8775,:
8776,hour
8777,come
8778,Son
8779,man
8780,glorified
8781,.
8782,12:24
8783,.
8784,Amen
8785,","
8786,amen
8787,","
8788,say
8789,","
8790,unless
8791,grain
8792,wheat
8793,falling
8794,ground
8795,die
8796,","
8797,12:25
8798,.
8799,remaineth
8800,alone
8801,.
8802,die
8803,bringeth
8804,forth
8805,much
8806,fruit
8807,.
8808,loveth
8809,life
8810,shall
8811,lose
8812,hateth
8813,life
8814,world
8815,keepeth
8816,unto
8817,life
8818,eternal
8819,.
8820,12:26
8821,.
8822,man
8823,minister
8824,","
8825,let
8826,follow
8827,:
8828,","
8829,also
8830,shall
8831,minister
8832,.
8833,man
8834,minister
8835,","
8836,Father
8837,honour
8838,.
8839,12:27
8840,.
8841,soul
8842,troubled
8843,.
8844,shall
8845,say
8846,?
8847,Father
8848,","
8849,save
8850,hour
8851,.
8852,cause
8853,came
8854,unto
8855,hour
8856,.
8857,12:28
8858,.
8859,Father
8860,","
8861,glorify
8862,thy
8863,name
8864,.
8865,voice
8866,therefore
8867,came
8868,heaven
8869,:
8870,glorified
8871,glorify
8872,.
8873,12:29
8874,.
8875,multitude
8876,therefore
8877,stood
8878,heard
8879,said
8880,thundered
8881,.
8882,Others
8883,said
8884,:
8885,angel
8886,spoke
8887,.
8888,12:30
8889,.
8890,Jesus
8891,answered
8892,said
8893,:
8894,voice
8895,came
8896,","
8897,sake
8898,.
8899,12:31
8900,.
8901,judgment
8902,world
8903,:
8904,shall
8905,prince
8906,world
8907,cast
8908,.
8909,12:32
8910,.
8911,","
8912,lifted
8913,earth
8914,","
8915,draw
8916,thing
8917,.
8918,12:33
8919,.
8920,(
8921,said
8922,","
8923,signifying
8924,death
8925,die
8926,.
8927,)
8928,12:34
8929,.
8930,multitude
8931,answered
8932,:
8933,heard
8934,law
8935,Christ
8936,abideth
8937,ever
8938,.
8939,sayest
8940,thou
8941,:
8942,Son
8943,man
8944,must
8945,lifted
8946,?
8947,Son
8948,man
8949,?
8950,12:35
8951,.
8952,Jesus
8953,therefore
8954,said
8955,:
8956,Yet
8957,little
8958,","
8959,light
8960,among
8961,.
8962,Walk
8963,whilst
8964,light
8965,","
8966,darkness
8967,overtake
8968,.
8969,walketh
8970,darkness
8971,knoweth
8972,whither
8973,goeth
8974,.
8975,12:36
8976,.
8977,Whilst
8978,light
8979,","
8980,believe
8981,light
8982,","
8983,may
8984,child
8985,light
8986,.
8987,thing
8988,Jesus
8989,spoke
8990,:
8991,went
8992,away
8993,hid
8994,.
8995,12:37
8996,.
8997,whereas
8998,done
8999,many
9000,miracle
9001,","
9002,believed
9003,:
9004,12:38
9005,.
9006,saying
9007,Isaias
9008,prophet
9009,might
9010,fulfilled
9011,","
9012,said
9013,:
9014,Lord
9015,","
9016,hath
9017,believed
9018,hearing
9019,?
9020,hath
9021,arm
9022,Lord
9023,revealed
9024,?
9025,12:39
9026,.
9027,Therefore
9028,could
9029,believe
9030,","
9031,Isaias
9032,said
9033,:
9034,could
9035,believe
9036,....
9037,would
9038,","
9039,saith
9040,St.
9041,Augustine
9042,","
9043,Tract
9044,.
9045,33
9046,","
9047,Joan
9048,.
9049,See
9050,annotation
9051,","
9052,St.
9053,Mark
9054,4
9055,.
9056,12
9057,.
9058,12:40
9059,.
9060,hath
9061,blinded
9062,eye
9063,hardened
9064,heart
9065,","
9066,see
9067,eye
9068,","
9069,understand
9070,heart
9071,converted
9072,:
9073,heal
9074,.
9075,12:41
9076,.
9077,thing
9078,said
9079,Isaias
9080,","
9081,saw
9082,glory
9083,","
9084,spoke
9085,.
9086,12:42
9087,.
9088,However
9089,","
9090,many
9091,chief
9092,men
9093,also
9094,believed
9095,:
9096,Pharisees
9097,confess
9098,","
9099,might
9100,cast
9101,synagogue
9102,.
9103,12:43
9104,.
9105,loved
9106,glory
9107,men
9108,glory
9109,God
9110,.
9111,12:44
9112,.
9113,Jesus
9114,cried
9115,said
9116,:
9117,believeth
9118,doth
9119,believe
9120,","
9121,sent
9122,.
9123,12:45
9124,.
9125,seeth
9126,","
9127,seeth
9128,sent
9129,.
9130,12:46
9131,.
9132,come
9133,","
9134,light
9135,world
9136,","
9137,whosoever
9138,believeth
9139,may
9140,remain
9141,darkness
9142,.
9143,12:47
9144,.
9145,man
9146,hear
9147,word
9148,keep
9149,","
9150,judge
9151,came
9152,judge
9153,world
9154,","
9155,save
9156,world
9157,.
9158,12:48
9159,.
9160,despiseth
9161,receiveth
9162,word
9163,hath
9164,one
9165,judgeth
9166,.
9167,word
9168,spoken
9169,","
9170,shall
9171,judge
9172,last
9173,day
9174,.
9175,12:49
9176,.
9177,spoken
9178,:
9179,Father
9180,sent
9181,","
9182,gave
9183,commandment
9184,say
9185,speak
9186,.
9187,12:50
9188,.
9189,know
9190,commandment
9191,life
9192,everlasting
9193,.
9194,thing
9195,therefore
9196,speak
9197,","
9198,even
9199,Father
9200,said
9201,unto
9202,","
9203,speak
9204,.
9205,John
9206,Chapter
9207,13
9208,Christ
9209,wash
9210,disciple
9211,’
9212,foot
9213,.
9214,treason
9215,Judas
9216,.
9217,new
9218,commandment
9219,love
9220,.
9221,13:1
9222,.
9223,festival
9224,day
9225,pasch
9226,","
9227,Jesus
9228,knowing
9229,hour
9230,come
9231,","
9232,pas
9233,world
9234,Father
9235,:
9236,loved
9237,world
9238,","
9239,loved
9240,unto
9241,end
9242,.
9243,festival
9244,day
9245,pasch
9246,....
9247,fourth
9248,last
9249,pasch
9250,ministry
9251,Christ
9252,","
9253,according
9254,common
9255,computation
9256,","
9257,thirty-third
9258,year
9259,Lord
9260,:
9261,year
9262,world
9263,4036
9264,.
9265,chronologers
9266,opinion
9267,Saviour
9268,suffered
9269,thirty-seventh
9270,year
9271,age
9272,:
9273,different
9274,opinion
9275,subject
9276,consequence
9277,.
9278,13:2
9279,.
9280,supper
9281,done
9282,(
9283,devil
9284,put
9285,heart
9286,Judas
9287,Iscariot
9288,","
9289,son
9290,Simon
9291,","
9292,betray
9293,)
9294,","
9295,13:3
9296,.
9297,Knowing
9298,Father
9299,given
9300,thing
9301,hand
9302,came
9303,God
9304,goeth
9305,God
9306,","
9307,13:4
9308,.
9309,riseth
9310,supper
9311,layeth
9312,aside
9313,garment
9314,","
9315,taken
9316,towel
9317,","
9318,girded
9319,.
9320,13:5
9321,.
9322,","
9323,putteth
9324,water
9325,basin
9326,began
9327,wash
9328,foot
9329,disciple
9330,wipe
9331,towel
9332,wherewith
9333,girded
9334,.
9335,13:6
9336,.
9337,cometh
9338,therefore
9339,Simon
9340,Peter
9341,.
9342,Peter
9343,saith
9344,:
9345,Lord
9346,","
9347,dost
9348,thou
9349,wash
9350,foot
9351,?
9352,13:7
9353,.
9354,Jesus
9355,answered
9356,said
9357,:
9358,","
9359,thou
9360,knowest
9361,;
9362,thou
9363,shalt
9364,know
9365,hereafter
9366,.
9367,13:8
9368,.
9369,Peter
9370,saith
9371,:
9372,Thou
9373,shalt
9374,never
9375,wash
9376,foot
9377,","
9378,Jesus
9379,answered
9380,:
9381,wash
9382,thee
9383,","
9384,thou
9385,shalt
9386,part
9387,.
9388,13:9
9389,.
9390,Simon
9391,Peter
9392,saith
9393,:
9394,Lord
9395,","
9396,foot
9397,","
9398,also
9399,hand
9400,head
9401,.
9402,13:10
9403,.
9404,Jesus
9405,saith
9406,:
9407,washed
9408,needeth
9409,wash
9410,foot
9411,","
9412,clean
9413,wholly
9414,.
9415,clean
9416,","
9417,.
9418,13:11
9419,.
9420,knew
9421,would
9422,betray
9423,;
9424,therefore
9425,said
9426,:
9427,clean
9428,.
9429,13:12
9430,.
9431,washed
9432,foot
9433,taken
9434,garment
9435,","
9436,set
9437,","
9438,said
9439,:
9440,Know
9441,done
9442,?
9443,13:13
9444,.
9445,call
9446,Master
9447,Lord
9448,.
9449,say
9450,well
9451,:
9452,.
9453,13:14
9454,.
9455,Lord
9456,Master
9457,","
9458,washed
9459,foot
9460,;
9461,also
9462,ought
9463,wash
9464,one
9465,another
9466,’
9467,foot
9468,.
9469,13:15
9470,.
9471,given
9472,example
9473,","
9474,done
9475,","
9476,also
9477,.
9478,13:16
9479,.
9480,Amen
9481,","
9482,amen
9483,","
9484,say
9485,:
9486,servant
9487,greater
9488,lord
9489,:
9490,neither
9491,apostle
9492,greater
9493,sent
9494,.
9495,13:17
9496,.
9497,know
9498,thing
9499,","
9500,shall
9501,blessed
9502,.
9503,13:18
9504,.
9505,speak
9506,:
9507,know
9508,chosen
9509,.
9510,scripture
9511,may
9512,fulfilled
9513,:
9514,eateth
9515,bread
9516,shall
9517,lift
9518,heel
9519,","
9520,13:19
9521,.
9522,present
9523,tell
9524,","
9525,come
9526,pas
9527,:
9528,shall
9529,come
9530,pas
9531,","
9532,may
9533,believe
9534,.
9535,13:20
9536,.
9537,Amen
9538,","
9539,amen
9540,","
9541,say
9542,","
9543,receiveth
9544,whomsoever
9545,send
9546,receiveth
9547,:
9548,receiveth
9549,receiveth
9550,sent
9551,.
9552,13:21
9553,.
9554,Jesus
9555,said
9556,thing
9557,","
9558,troubled
9559,spirit
9560,;
9561,testified
9562,","
9563,said
9564,:
9565,Amen
9566,","
9567,amen
9568,","
9569,say
9570,","
9571,one
9572,shall
9573,betray
9574,.
9575,13:22
9576,.
9577,disciple
9578,therefore
9579,looked
9580,one
9581,upon
9582,another
9583,","
9584,doubting
9585,spoke
9586,.
9587,13:23
9588,.
9589,leaning
9590,Jesus
9591,’
9592,bosom
9593,one
9594,disciple
9595,","
9596,Jesus
9597,loved
9598,.
9599,13:24
9600,.
9601,Simon
9602,Peter
9603,therefore
9604,beckoned
9605,said
9606,:
9607,speaketh
9608,?
9609,13:25
9610,.
9611,therefore
9612,","
9613,leaning
9614,breast
9615,Jesus
9616,","
9617,saith
9618,:
9619,Lord
9620,","
9621,?
9622,13:26
9623,.
9624,Jesus
9625,answered
9626,:
9627,shall
9628,reach
9629,bread
9630,dipped
9631,.
9632,dipped
9633,bread
9634,","
9635,gave
9636,Judas
9637,Iscariot
9638,","
9639,son
9640,Simon
9641,.
9642,13:27
9643,.
9644,morsel
9645,","
9646,Satan
9647,entered
9648,.
9649,Jesus
9650,said
9651,:
9652,thou
9653,dost
9654,","
9655,quickly
9656,.
9657,thou
9658,dost
9659,","
9660,quickly
9661,....
9662,license
9663,","
9664,much
9665,le
9666,command
9667,","
9668,go
9669,treason
9670,:
9671,signification
9672,Christ
9673,would
9674,hinder
9675,resist
9676,","
9677,soon
9678,pleased
9679,:
9680,ready
9681,desirous
9682,suffer
9683,redemption
9684,.
9685,13:28
9686,.
9687,man
9688,table
9689,knew
9690,purpose
9691,said
9692,unto
9693,.
9694,13:29
9695,.
9696,thought
9697,","
9698,Judas
9699,purse
9700,","
9701,Jesus
9702,said
9703,:
9704,Buy
9705,thing
9706,need
9707,festival
9708,day
9709,:
9710,give
9711,something
9712,poor
9713,.
9714,13:30
9715,.
9716,therefore
9717,","
9718,received
9719,morsel
9720,","
9721,went
9722,immediately
9723,.
9724,night
9725,.
9726,13:31
9727,.
9728,therefore
9729,gone
9730,","
9731,Jesus
9732,said
9733,:
9734,Son
9735,man
9736,glorified
9737,;
9738,God
9739,glorified
9740,.
9741,13:32
9742,.
9743,God
9744,glorified
9745,","
9746,God
9747,also
9748,glorify
9749,:
9750,immediately
9751,glorify
