,lemmatised_Mark
7358,Whose
7359,image
7360,inscription
7361,?
7362,say
7363,","
7364,Caesar
7365,’
7366,.
7367,12:17
7368,.
7369,Jesus
7370,answering
7371,","
7372,said
7373,:
7374,Render
7375,therefore
7376,Caesar
7377,thing
7378,Caesar
7379,’
7380,God
7381,thing
7382,God
7383,’
7384,.
7385,marvelled
7386,.
7387,12:18
7388,.
7389,came
7390,Sadducees
7391,","
7392,say
7393,resurrection
7394,.
7395,asked
7396,","
7397,saying
7398,:
7399,12:19
7400,.
7401,Master
7402,","
7403,Moses
7404,wrote
7405,unto
7406,u
7407,man
7408,’
7409,brother
7410,die
7411,leave
7412,wife
7413,behind
7414,leave
7415,child
7416,","
7417,brother
7418,take
7419,wife
7420,raise
7421,seed
7422,brother
7423,.
7424,12:20
7425,.
7426,seven
7427,brother
7428,:
7429,first
7430,took
7431,wife
7432,died
7433,leaving
7434,issue
7435,.
7436,12:21
7437,.
7438,second
7439,took
7440,died
7441,:
7442,neither
7443,leave
7444,issue
7445,.
7446,third
7447,like
7448,manner
7449,.
7450,12:22
7451,.
7452,seven
7453,took
7454,like
7455,manner
7456,leave
7457,issue
7458,.
7459,Last
7460,woman
7461,also
7462,died
7463,.
7464,12:23
7465,.
7466,resurrection
7467,therefore
7468,","
7469,shall
7470,rise
7471,","
7472,whose
7473,wife
7474,shall
7475,?
7476,seven
7477,wife
7478,.
7479,12:24
7480,.
7481,Jesus
7482,answering
7483,","
7484,saith
7485,:
7486,ye
7487,therefore
7488,err
7489,","
7490,know
7491,scripture
7492,power
7493,God
7494,?
7495,12:25
7496,.
7497,shall
7498,rise
7499,dead
7500,","
7501,shall
7502,neither
7503,marry
7504,","
7505,married
7506,","
7507,angel
7508,heaven
7509,.
7510,12:26
7511,.
7512,concerning
7513,dead
7514,rise
7515,read
7516,book
7517,Moses
7518,","
7519,bush
7520,God
7521,spoke
7522,","
7523,saying
7524,:
7525,God
7526,Abraham
7527,God
7528,Isaac
7529,God
7530,Jacob
7531,?
7532,12:27
7533,.
7534,God
7535,dead
7536,","
7537,living
7538,.
7539,therefore
7540,greatly
7541,err
7542,.
7543,12:28
7544,.
7545,came
7546,one
7547,scribe
7548,heard
7549,reasoning
7550,together
7551,","
7552,seeing
7553,answered
7554,well
7555,","
7556,asked
7557,first
7558,commandment
7559,.
7560,12:29
7561,.
7562,Jesus
7563,answered
7564,:
7565,first
7566,commandment
7567,","
7568,Hear
7569,","
7570,Israel
7571,:
7572,Lord
7573,thy
7574,God
7575,one
7576,God
7577,.
7578,12:30
7579,.
7580,thou
7581,shalt
7582,love
7583,Lord
7584,thy
7585,God
7586,thy
7587,whole
7588,heart
7589,thy
7590,whole
7591,soul
7592,thy
7593,whole
7594,mind
7595,thy
7596,whole
7597,strength
7598,.
7599,first
7600,commandment
7601,.
7602,12:31
7603,.
7604,second
7605,like
7606,:
7607,Thou
7608,shalt
7609,love
7610,thy
7611,neighbour
7612,thyself
7613,.
7614,commandment
7615,greater
7616,.
7617,12:32
7618,.
7619,scribe
7620,said
7621,:
7622,Well
7623,","
7624,Master
7625,","
7626,thou
7627,hast
7628,said
7629,truth
7630,one
7631,God
7632,besides
7633,.
7634,12:33
7635,.
7636,loved
7637,whole
7638,heart
7639,whole
7640,understanding
7641,whole
7642,soul
7643,whole
7644,strength
7645,.
7646,love
7647,one
7648,’
7649,neighbour
7650,one
7651,’
7652,self
7653,greater
7654,thing
7655,holocaust
7656,sacrifice
7657,.
7658,12:34
7659,.
7660,Jesus
7661,seeing
7662,answered
7663,wisely
7664,","
7665,said
7666,:
7667,Thou
7668,art
7669,far
7670,kingdom
7671,God
7672,.
7673,man
7674,durst
7675,ask
7676,question
7677,.
7678,12:35
7679,.
7680,Jesus
7681,answering
7682,","
7683,said
7684,","
7685,teaching
7686,temple
7687,:
7688,scribe
7689,say
7690,Christ
7691,son
7692,David
7693,?
7694,12:36
7695,.
7696,David
7697,saith
7698,Holy
7699,Ghost
7700,:
7701,Lord
7702,said
7703,Lord
7704,:
7705,Sit
7706,right
7707,hand
7708,","
7709,make
7710,thy
7711,enemy
7712,thy
7713,footstool
7714,.
7715,12:37
7716,.
7717,David
7718,therefore
7719,calleth
7720,Lord
7721,.
7722,whence
7723,son
7724,?
7725,great
7726,multitude
7727,heard
7728,gladly
7729,.
7730,12:38
7731,.
7732,said
7733,doctrine
7734,:
7735,Beware
7736,scribe
7737,","
7738,love
7739,walk
7740,long
7741,robe
7742,saluted
7743,marketplace
7744,","
7745,12:39
7746,.
7747,sit
7748,first
7749,chair
7750,synagogue
7751,highest
7752,place
7753,supper
7754,:
7755,12:40.
7756,devour
7757,house
7758,widow
7759,pretence
7760,long
7761,prayer
7762,.
7763,shall
7764,receive
7765,greater
7766,judgment
7767,.
7768,12:41
7769,.
7770,Jesus
7771,sitting
7772,treasury
7773,","
7774,beheld
7775,people
7776,cast
7777,money
7778,treasury
7779,.
7780,many
7781,rich
7782,cast
7783,much
7784,.
7785,12:42
7786,.
7787,came
7788,certain
7789,poor
7790,widow
7791,:
7792,cast
7793,two
7794,mite
7795,","
7796,make
7797,farthing
7798,.
7799,12:43
7800,.
7801,calling
7802,disciple
7803,together
7804,","
7805,saith
7806,:
7807,Amen
7808,say
7809,","
7810,poor
7811,widow
7812,hath
7813,cast
7814,cast
7815,treasury
7816,.
7817,12:44
7818,.
7819,cast
7820,abundance
7821,;
7822,want
7823,cast
7824,","
7825,even
7826,whole
7827,living
7828,.
7829,Mark
7830,Chapter
7831,13
7832,Christ
7833,foretells
7834,destruction
7835,temple
7836,sign
7837,shall
7838,forerun
7839,day
7840,judgment
7841,.
7842,13:1
7843,.
7844,going
7845,temple
7846,","
7847,one
7848,disciple
7849,said
7850,:
7851,Master
7852,","
7853,behold
7854,manner
7855,stone
7856,building
7857,.
7858,13:2
7859,.
7860,Jesus
7861,answering
7862,","
7863,said
7864,:
7865,Seest
7866,thou
7867,great
7868,building
7869,?
7870,shall
7871,left
7872,stone
7873,upon
7874,stone
7875,","
7876,shall
7877,thrown
7878,.
7879,13:3
7880,.
7881,sat
7882,mount
7883,Olivet
7884,temple
7885,","
7886,Peter
7887,James
7888,John
7889,Andrew
7890,asked
7891,apart
7892,:
7893,13:4
7894,.
7895,Tell
7896,u
7897,","
7898,shall
7899,thing
7900,shall
7901,sign
7902,thing
7903,shall
7904,begin
7905,fulfilled
7906,?
7907,13:5
7908,.
7909,Jesus
7910,answering
7911,","
7912,began
7913,say
7914,:
7915,Take
7916,heed
7917,lest
7918,man
7919,deceive
7920,.
7921,13:6
7922,.
7923,many
7924,shall
7925,come
7926,name
7927,saying
7928,","
7929,:
7930,shall
7931,deceive
7932,many
7933,.
7934,13:7
7935,.
7936,shall
7937,hear
7938,war
7939,rumour
7940,war
7941,","
7942,fear
7943,ye
7944,.
7945,thing
7946,must
7947,need
7948,:
7949,end
7950,yet
7951,.
7952,13:8
7953,.
7954,nation
7955,shall
7956,rise
7957,nation
7958,kingdom
7959,kingdom
7960,:
7961,shall
7962,earthquake
7963,diver
7964,place
7965,famine
7966,.
7967,thing
7968,beginning
7969,sorrow
7970,.
7971,13:9
7972,.
7973,look
7974,.
7975,shall
7976,deliver
7977,council
7978,:
7979,synagogue
7980,shall
7981,beaten
7982,:
7983,shall
7984,stand
7985,governor
7986,king
7987,sake
7988,","
7989,testimony
7990,unto
7991,.
7992,13:10
7993,.
7994,unto
7995,nation
7996,gospel
7997,must
7998,first
7999,preached
8000,.
8001,13:11
8002,.
8003,shall
8004,lead
8005,deliver
8006,","
8007,thoughtful
8008,beforehand
8009,shall
8010,speak
8011,:
8012,whatsoever
8013,shall
8014,given
8015,hour
8016,","
8017,speak
8018,ye
8019,.
8020,speak
8021,","
8022,Holy
8023,Ghost
8024,.
8025,13:12
8026,.
8027,brother
8028,shall
8029,betray
8030,brother
8031,unto
8032,death
8033,","
8034,father
8035,son
8036,;
8037,child
8038,shall
8039,rise
8040,parent
8041,shall
8042,work
8043,death
8044,.
8045,13:13
8046,.
8047,shall
8048,hated
8049,men
8050,name
8051,’
8052,sake
8053,.
8054,shall
8055,endure
8056,unto
8057,end
8058,","
8059,shall
8060,saved
8061,.
8062,13:14
8063,.
8064,shall
8065,see
8066,abomination
8067,desolation
8068,","
8069,standing
8070,ought
8071,(
8072,readeth
8073,let
8074,understand
8075,)
8076,:
8077,let
8078,Judea
8079,flee
8080,unto
8081,mountain
8082,.
8083,13:15
8084,.
8085,let
8086,housetop
8087,go
8088,house
8089,enter
8090,therein
8091,take
8092,thing
8093,house
8094,.
8095,13:16
8096,.
8097,let
8098,shall
8099,field
8100,turn
8101,back
8102,take
8103,garment
8104,.
8105,13:17
8106,.
8107,woe
8108,child
8109,give
8110,suck
8111,day
8112,.
8113,13:18
8114,.
8115,pray
8116,ye
8117,thing
8118,happen
8119,winter
8120,.
8121,13:19
8122,.
8123,day
8124,shall
8125,tribulation
8126,beginning
8127,creation
8128,God
8129,created
8130,:
8131,neither
8132,shall
8133,.
8134,13:20
8135,.
8136,unless
8137,Lord
8138,shortened
8139,day
8140,","
8141,flesh
8142,saved
8143,:
8144,","
8145,sake
8146,elect
8147,hath
8148,chosen
8149,","
8150,hath
8151,shortened
8152,day
8153,.
8154,13:21
8155,.
8156,man
8157,shall
8158,say
8159,:
8160,Lo
8161,","
8162,Christ
8163,.
8164,Lo
8165,","
8166,:
8167,believe
8168,.
8169,13:22
8170,.
8171,rise
8172,false
8173,Christs
8174,false
8175,prophet
8176,:
8177,shall
8178,shew
8179,sign
8180,wonder
8181,","
8182,seduce
8183,(
8184,possible
8185,)
8186,even
8187,elect
8188,.
8189,13:23
8190,.
8191,Take
8192,heed
8193,therefore
8194,:
8195,behold
8196,","
8197,foretold
8198,thing
8199,.
8200,13:24
8201,.
8202,day
8203,","
8204,tribulation
8205,","
8206,sun
8207,shall
8208,darkened
8209,moon
8210,shall
8211,give
8212,light
8213,.
8214,13:25
8215,.
8216,star
8217,heaven
8218,shall
8219,falling
8220,power
8221,heaven
8222,shall
8223,moved
8224,.
8225,13:26
8226,.
8227,shall
8228,see
8229,Son
8230,man
8231,coming
8232,cloud
8233,","
8234,great
8235,power
8236,glory
8237,.
8238,13:27
8239,.
8240,shall
8241,send
8242,angel
8243,shall
8244,gather
8245,together
8246,elect
8247,four
8248,wind
8249,","
8250,uttermost
8251,part
8252,earth
8253,uttermost
8254,part
8255,heaven
8256,.
8257,13:28
8258,.
8259,fig
8260,tree
8261,learn
8262,ye
8263,parable
8264,.
8265,branch
8266,thereof
8267,tender
8268,leaf
8269,come
8270,forth
8271,","
8272,know
8273,summer
8274,near
8275,.
8276,13:29
8277,.
8278,also
8279,shall
8280,see
8281,thing
8282,come
8283,pas
8284,","
8285,know
8286,ye
8287,nigh
8288,","
8289,even
8290,door
8291,.
8292,13:30
8293,.
8294,Amen
8295,","
8296,say
8297,generation
8298,shall
8299,pas
8300,thing
8301,done
8302,.
8303,13:31
8304,.
8305,Heaven
8306,earth
8307,shall
8308,pas
8309,away
8310,:
8311,word
8312,shall
8313,pas
8314,away
8315,.
8316,13:32
8317,.
8318,day
8319,hour
8320,man
8321,knoweth
8322,","
8323,neither
8324,angel
8325,heaven
8326,","
8327,Son
8328,","
8329,Father
8330,.
8331,Son
8332,....
8333,Son
8334,God
8335,absolutely
8336,ignorant
8337,day
8338,judgment
8339,","
8340,knoweth
8341,","
8342,teacher
8343,;
8344,","
8345,knoweth
8346,teach
8347,u
8348,","
8349,expedient
8350,.
8351,13:33
8352,.
8353,Take
8354,ye
8355,heed
8356,","
8357,watch
8358,pray
8359,.
8360,ye
8361,know
8362,time
8363,.
8364,13:34
8365,.
8366,Even
8367,man
8368,","
8369,going
8370,far
8371,country
8372,","
8373,left
8374,house
8375,gave
8376,authority
8377,servant
8378,every
8379,work
8380,commanded
8381,porter
8382,watch
8383,.
8384,13:35
8385,.
8386,Watch
8387,ye
8388,therefore
8389,(
8390,know
8391,lord
8392,house
8393,cometh
8394,","
8395,even
8396,","
8397,midnight
8398,","
8399,cock
8400,crowing
8401,","
8402,morning
8403,)
8404,:
8405,13:36
8406,.
8407,Lest
8408,coming
8409,sudden
8410,","
8411,find
8412,sleeping
8413,.
8414,13:37
8415,.
8416,say
8417,","
8418,say
8419,:
8420,Watch
8421,.
8422,Mark
8423,Chapter
8424,14
8425,first
8426,part
8427,history
8428,passion
8429,Christ
8430,.
8431,14:1
8432,.
8433,feast
8434,pasch
8435,Azymes
8436,two
8437,day
8438,:
8439,chief
8440,priest
8441,scribe
8442,sought
8443,might
8444,wile
8445,lay
8446,hold
8447,kill
8448,.
8449,Azymes
8450,....
8451,","
8452,feast
8453,unleavened
8454,bread
8455,.
8456,14:2
8457,.
8458,said
8459,:
8460,festival
8461,day
8462,","
8463,lest
8464,tumult
8465,among
8466,people
8467,.
8468,14:3
8469,.
8470,Bethania
8471,","
8472,house
8473,Simon
8474,leper
8475,","
8476,meat
8477,","
8478,came
8479,woman
8480,alabaster
8481,box
8482,ointment
8483,precious
8484,spikenard
8485,.
8486,breaking
8487,alabaster
8488,box
8489,","
8490,poured
8491,upon
8492,head
8493,.
8494,14:4
8495,.
8496,indignation
8497,within
8498,said
8499,:
8500,waste
8501,ointment
8502,made
8503,?
8504,14:5
8505,.
8506,ointment
8507,might
8508,sold
8509,three
8510,hundred
8511,penny
8512,given
8513,poor
8514,.
8515,murmured
8516,.
8517,14:6
8518,.
8519,Jesus
8520,said
8521,:
8522,Let
8523,alone
8524,.
8525,molest
8526,?
8527,hath
8528,wrought
8529,good
8530,work
8531,upon
8532,.
8533,14:7
8534,.
8535,poor
8536,always
8537,:
8538,whensoever
8539,","
8540,may
8541,good
8542,:
8543,always
8544,.
8545,14:8
8546,.
8547,hath
8548,done
8549,could
8550,:
8551,come
8552,beforehand
8553,anoint
8554,body
8555,burial
8556,.
8557,14:9
8558,.
8559,Amen
8560,","
8561,say
8562,","
8563,wheresoever
8564,gospel
8565,shall
8566,preached
8567,whole
8568,world
8569,","
8570,also
8571,hath
8572,done
8573,shall
8574,told
8575,memorial
8576,.
8577,14:10
8578,.
8579,Judas
8580,Iscariot
8581,","
8582,one
8583,twelve
8584,","
8585,went
8586,chief
8587,priest
8588,","
8589,betray
8590,.
8591,14:11.
8592,hearing
8593,glad
8594,:
8595,promised
8596,would
8597,give
8598,money
8599,.
8600,sought
8601,might
8602,conveniently
8603,betray
8604,.
8605,14:12
8606,.
8607,first
8608,day
8609,unleavened
8610,bread
8611,","
8612,sacrificed
8613,pasch
8614,","
8615,disciple
8616,say
8617,:
8618,Whither
8619,wilt
8620,thou
8621,go
8622,prepare
8623,thee
8624,eat
8625,pasch
8626,?
8627,14:13
8628,.
8629,sendeth
8630,two
8631,disciple
8632,saith
8633,:
8634,Go
8635,ye
8636,city
8637,;
8638,shall
8639,meet
8640,man
8641,carrying
8642,pitcher
8643,water
8644,.
8645,Follow
8646,.
8647,14:14
8648,.
8649,whithersoever
8650,shall
8651,go
8652,","
8653,say
8654,master
8655,house
8656,","
8657,master
8658,saith
8659,","
8660,refectory
8661,","
8662,may
8663,eat
8664,pasch
8665,disciple
8666,?
8667,14:15
8668,.
8669,shew
8670,large
8671,dining
8672,room
8673,furnished
8674,.
8675,prepare
8676,ye
8677,u
8678,.
8679,14:16
8680,.
8681,disciple
8682,went
8683,way
8684,came
8685,city
8686,.
8687,found
8688,told
8689,:
8690,prepared
8691,pasch
8692,.
8693,14:17
8694,.
8695,evening
8696,come
8697,","
8698,cometh
8699,twelve
8700,.
8701,14:18
8702,.
8703,table
8704,eating
8705,","
8706,Jesus
8707,saith
8708,:
8709,Amen
8710,say
8711,","
8712,one
8713,eateth
8714,shall
8715,betray
8716,.
8717,14:19
8718,.
8719,began
8720,sorrowful
8721,say
8722,","
8723,one
8724,one
8725,:
8726,?
8727,14:20.
8728,saith
8729,:
8730,One
8731,twelve
8732,","
8733,dippeth
8734,hand
8735,dish
8736,.
8737,14:21
8738,.
8739,Son
8740,man
8741,indeed
8742,goeth
8743,","
8744,written
8745,:
8746,woe
8747,man
8748,Son
8749,man
8750,shall
8751,betrayed
8752,.
8753,better
8754,","
8755,man
8756,born
8757,.
8758,14:22
8759,.
8760,whilst
8761,eating
8762,","
8763,Jesus
8764,took
8765,bread
8766,;
8767,blessing
8768,","
8769,broke
8770,gave
8771,said
8772,:
8773,Take
8774,ye
8775,.
8776,body
8777,.
8778,14:23
8779,.
8780,taken
8781,chalice
8782,","
8783,giving
8784,thanks
8785,","
8786,gave
8787,.
8788,drank
8789,.
8790,14:24
8791,.
8792,said
8793,:
8794,blood
8795,new
8796,testament
8797,","
8798,shall
8799,shed
8800,many
8801,.
8802,14:25
8803,.
8804,Amen
8805,say
8806,drink
8807,fruit
8808,vine
8809,day
8810,shall
8811,drink
8812,new
8813,kingdom
8814,God
8815,.
8816,14:26
8817,.
8818,sung
8819,hymn
8820,","
8821,went
8822,forth
8823,mount
8824,Olives
8825,.
8826,14:27
8827,.
8828,Jesus
8829,saith
8830,:
8831,scandalized
8832,regard
8833,night
8834,.
8835,written
8836,:
8837,strike
8838,shepherd
8839,","
8840,sheep
8841,shall
8842,dispersed
8843,.
8844,14:28
8845,.
8846,shall
8847,risen
8848,","
8849,go
8850,Galilee
8851,.
8852,14:29
8853,.
8854,Peter
8855,saith
8856,:
8857,Although
8858,shall
8859,scandalized
8860,thee
8861,","
8862,yet
8863,.
8864,14:30
8865,.
8866,Jesus
8867,saith
8868,:
8869,Amen
8870,say
8871,thee
8872,","
8873,to-day
8874,","
8875,even
8876,night
8877,","
8878,cock
8879,crow
8880,twice
8881,","
8882,thou
8883,shalt
8884,deny
8885,thrice
8886,.
8887,Crow
8888,twice
8889,....
8890,cock
8891,crow
8892,two
8893,different
8894,time
8895,night
8896,;
8897,viz.
8898,","
8899,midnight
8900,first
8901,time
8902,;
8903,time
8904,commonly
8905,called
8906,cock
8907,crowing
8908,;
8909,cock
8910,crowing
8911,Saviour
8912,spoke
8913,;
8914,therefore
8915,Evangelists
8916,take
8917,notice
8918,first
8919,crowing
8920,.
8921,14:31
8922,.
8923,spoke
8924,vehemently
8925,:
8926,Although
8927,die
8928,together
8929,thee
8930,","
8931,deny
8932,thee
8933,.
8934,like
8935,manner
8936,also
8937,said
8938,.
8939,14:32
8940,.
8941,came
8942,farm
8943,called
8944,Gethsemani
8945,.
8946,saith
8947,disciple
8948,:
8949,Sit
8950,","
8951,pray
8952,.
8953,14:33
8954,.
8955,taketh
8956,Peter
8957,James
8958,John
8959,:
8960,began
8961,fear
8962,heavy
8963,.
8964,14:34
8965,.
8966,saith
8967,:
8968,soul
8969,sorrowful
8970,even
8971,unto
8972,death
8973,.
8974,Stay
8975,watch
8976,.
8977,14:35
8978,.
8979,gone
8980,forward
8981,little
8982,","
8983,fell
8984,flat
8985,ground
8986,:
8987,prayed
8988,","
8989,might
8990,","
8991,hour
8992,might
8993,pas
8994,.
8995,14:36
8996,.
8997,saith
8998,:
8999,Abba
9000,","
9001,Father
9002,","
9003,thing
9004,possible
9005,thee
9006,:
9007,remove
9008,chalice
9009,;
9010,","
9011,thou
9012,wilt
9013,.
9014,14:37
9015,.
9016,cometh
9017,findeth
9018,sleeping
9019,.
9020,saith
9021,Peter
9022,:
9023,Simon
9024,","
9025,sleepest
9026,thou
9027,?
9028,Couldst
9029,thou
9030,watch
9031,one
9032,hour
9033,?
9034,14:38
9035,.
9036,Watch
9037,ye
9038,:
9039,pray
9040,enter
9041,temptation
9042,.
9043,spirit
9044,indeed
9045,willing
9046,","
9047,flesh
9048,weak
9049,.
9050,14:39
9051,.
9052,going
9053,away
9054,","
9055,prayed
9056,","
9057,saying
9058,word
9059,.
9060,14:40
9061,.
9062,returned
9063,","
9064,found
9065,asleep
9066,(
9067,eye
9068,heavy
9069,)
9070,:
9071,knew
9072,answer
9073,.
9074,14:41
9075,.
9076,cometh
9077,third
9078,time
9079,saith
9080,:
9081,Sleep
9082,ye
9083,take
9084,rest
9085,.
9086,enough
9087,.
9088,hour
9089,come
9090,:
9091,behold
9092,Son
9093,man
9094,shall
9095,betrayed
9096,hand
9097,sinner
9098,.
9099,14:42
9100,.
9101,Rise
9102,:
9103,let
9104,u
9105,go
9106,.
9107,Behold
9108,","
9109,betray
9110,hand
9111,.
9112,14:43
9113,.
9114,yet
9115,speaking
9116,","
9117,cometh
9118,Judas
9119,Iscariot
9120,","
9121,one
9122,twelve
9123,:
9124,great
9125,multitude
9126,sword
9127,stave
9128,","
9129,chief
9130,priest
9131,scribe
9132,ancient
9133,.
9134,14:44
9135,.
9136,betrayed
9137,given
9138,sign
9139,","
9140,saying
9141,:
9142,Whomsoever
9143,shall
9144,kiss
9145,","
9146,.
9147,Lay
9148,hold
9149,:
9150,lead
9151,away
9152,carefully
9153,.
9154,14:45
9155,.
9156,come
9157,","
9158,immediately
9159,going
9160,saith
9161,:
9162,Hail
9163,","
9164,Rabbi
9165,!
9166,kissed
9167,.
9168,14:46
9169,.
9170,laid
9171,hand
9172,held
9173,.
9174,14:47
9175,.
9176,one
9177,stood
9178,","
9179,drawing
9180,sword
9181,","
9182,struck
9183,servant
9184,chief
9185,priest
9186,cut
9187,ear
9188,.
9189,14:48
9190,.
9191,Jesus
9192,answering
9193,","
9194,said
9195,:
9196,come
9197,robber
9198,","
9199,sword
9200,stave
9201,apprehend
9202,?
9203,14:49
9204,.
9205,daily
9206,temple
9207,teaching
9208,:
9209,lay
9210,hand
9211,.
9212,scripture
9213,may
9214,fulfilled
9215,.
9216,14:50
9217,.
9218,disciple
9219,","
9220,leaving
9221,","
9222,fled
9223,away
9224,.
9225,14:51
9226,.
9227,certain
9228,young
9229,man
9230,followed
9231,","
9232,linen
9233,cloth
9234,cast
9235,naked
9236,body
9237,.
9238,laid
9239,hold
9240,.
9241,14:52
9242,.
9243,","
9244,casting
9245,linen
9246,cloth
9247,","
9248,fled
9249,naked
9250,.
9251,14:53
9252,.
9253,brought
9254,Jesus
9255,high
9256,priest
9257,.
9258,priest
9259,scribe
9260,ancient
9261,assembled
9262,together
9263,.
9264,14:54
9265,.
9266,Peter
9267,followed
9268,afar
9269,","
9270,even
9271,court
9272,high
9273,priest
9274,.
9275,sat
9276,servant
9277,fire
9278,warmed
9279,.
9280,14:55
9281,.
9282,chief
9283,priest
9284,council
9285,sought
9286,evidence
9287,Jesus
9288,","
9289,might
9290,put
9291,death
9292,:
9293,found
9294,none
9295,.
9296,14:56
9297,.
9298,many
9299,bore
9300,false
9301,witness
9302,:
9303,evidence
9304,agreeing
9305,.
9306,14:57
9307,.
9308,rising
9309,","
9310,bore
9311,false
9312,witness
9313,","
9314,saying
9315,:
9316,14:58
9317,.
9318,heard
9319,say
9320,","
9321,destroy
9322,temple
9323,made
9324,hand
9325,within
9326,three
9327,day
9328,build
9329,another
9330,made
9331,hand
9332,.
9333,14:59
9334,.
9335,witness
9336,agree
9337,.
9338,14:60
9339,.
9340,high
9341,priest
9342,rising
9343,midst
9344,","
9345,asked
9346,Jesus
9347,","
9348,saying
9349,:
9350,Answerest
9351,thou
9352,nothing
9353,thing
9354,laid
9355,thy
9356,charge
9357,men
9358,?
9359,14:61
9360,.
9361,held
9362,peace
9363,answered
9364,nothing
9365,.
9366,high
9367,priest
9368,asked
9369,said
9370,:
9371,Art
9372,thou
9373,Christ
9374,","
9375,Son
9376,Blessed
9377,God
9378,?
9379,14:62
9380,.
9381,Jesus
9382,said
9383,:
9384,.
9385,shall
9386,see
9387,Son
9388,man
9389,sitting
9390,right
9391,hand
9392,power
9393,God
9394,coming
9395,cloud
9396,heaven
9397,.
9398,14:63
9399,.
9400,high
9401,priest
9402,rending
9403,garment
9404,","
9405,saith
9406,:
9407,need
9408,witness
9409,?
9410,14:64
9411,.
9412,heard
9413,blasphemy
9414,.
9415,think
9416,?
9417,condemned
9418,guilty
9419,death
9420,.
9421,14:65
9422,.
9423,began
9424,spit
9425,cover
9426,face
9427,buffet
9428,say
9429,unto
9430,:
9431,Prophesy
9432,.
9433,servant
9434,struck
9435,palm
9436,hand
9437,.
9438,14:66
9439,.
9440,Peter
9441,court
9442,","
9443,cometh
9444,one
9445,maidservant
9446,high
9447,priest
9448,.
9449,14:67
9450,.
9451,seen
9452,Peter
9453,warming
9454,looking
9455,","
9456,saith
9457,:
9458,Thou
9459,also
9460,wast
9461,Jesus
9462,Nazareth
9463,.
9464,14:68
9465,.
9466,denied
9467,","
9468,saying
9469,:
9470,neither
9471,know
9472,understand
9473,thou
9474,sayest
9475,.
9476,went
9477,forth
9478,court
9479,;
9480,cock
9481,crew
9482,.
9483,14:69
9484,.
9485,maidservant
9486,seeing
9487,","
9488,began
9489,say
9490,stander
9491,:
9492,one
9493,.
9494,14:70
9495,.
9496,denied
9497,.
9498,stood
9499,said
9500,Peter
9501,:
9502,Surely
9503,thou
9504,art
9505,one
9506,;
9507,thou
9508,art
9509,also
9510,Galilean
9511,.
9512,14:71
9513,.
9514,began
9515,curse
9516,swear
9517,","
9518,saying
9519,:
9520,know
9521,man
9522,speak
9523,.
9524,14:72
9525,.
9526,immediately
9527,cock
9528,crew
9529,.
9530,Peter
9531,remembered
9532,word
9533,Jesus
9534,said
9535,unto
9536,:
9537,cock
9538,crow
9539,twice
9540,","
9541,thou
9542,shalt
9543,thrice
9544,deny
9545,.
9546,began
9547,weep
9548,.
9549,Mark
9550,Chapter
9551,15
9552,continuation
9553,history
9554,passion
9555,.
9556,15:1
9557,.
9558,straightway
9559,morning
9560,","
9561,chief
9562,priest
9563,holding
9564,consultation
9565,ancient
9566,scribe
9567,whole
9568,council
9569,","
9570,binding
9571,Jesus
9572,","
9573,led
9574,away
9575,delivered
9576,Pilate
9577,.
9578,15:2
9579,.
9580,Pilate
9581,asked
9582,:
9583,Art
9584,thou
9585,king
9586,Jews
9587,?
9588,answering
9589,","
9590,saith
9591,:
9592,Thou
9593,sayest
9594,.
9595,15:3
9596,.
9597,chief
9598,priest
9599,accused
9600,many
9601,thing
9602,.
9603,15:4
9604,.
9605,Pilate
9606,asked
9607,","
9608,saying
9609,:
9610,Answerest
9611,thou
9612,nothing
9613,?
9614,Behold
9615,many
9616,thing
9617,accuse
9618,thee
9619,.
9620,15:5
9621,.
9622,Jesus
9623,still
9624,answered
9625,nothing
9626,:
9627,Pilate
9628,wondered
9629,.
9630,15:6
9631,.
9632,festival
9633,day
9634,wont
9635,release
9636,unto
9637,one
9638,prisoner
9639,","
9640,whomsoever
9641,demanded
9642,.
9643,15:7
9644,.
9645,one
9646,called
9647,Barabbas
9648,","
9649,put
9650,prison
9651,seditious
9652,men
9653,","
9654,sedition
9655,committed
9656,murder
9657,.
9658,15:8
9659,.
9660,multitude
9661,come
9662,","
9663,began
9664,desire
9665,would
9666,ever
9667,done
9668,unto
9669,.
9670,15:9
9671,.
9672,Pilate
9673,answered
9674,said
9675,:
9676,release
9677,king
9678,Jews
9679,?
9680,15:10
9681,.
9682,knew
9683,chief
9684,priest
9685,delivered
9686,envy
9687,.
9688,15:11
9689,.
9690,chief
9691,priest
9692,moved
9693,people
9694,","
9695,rather
9696,release
9697,Barabbas
9698,.
9699,15:12
9700,.
9701,Pilate
9702,answering
9703,","
9704,saith
9705,:
9706,king
9707,Jews
9708,?
9709,15:13
9710,.
9711,cried
9712,:
9713,Crucify
9714,.
9715,15:14
9716,.
9717,Pilate
9718,saith
9719,:
9720,","
9721,evil
9722,hath
9723,done
9724,?
9725,cried
9726,:
9727,Crucify
9728,.
9729,15:15
9730,.
9731,Pilate
9732,willing
9733,satisfy
9734,people
9735,","
9736,released
9737,Barabbas
9738,:
9739,delivered
9740,Jesus
9741,","
9742,scourged
9743,","
9744,crucified
9745,.
9746,15:16
9747,.
9748,soldier
9749,led
9750,away
9751,court
9752,palace
